ProviderNumber,HospitalName,HospitalOwner,City,PhoneNumber,State,Address1,Address2,Address3,ZipCode,CountyName,EmergencyService,Condition,MeasureName,HospitalType,MeasureCode,Stateavg,Score,Sample
10010,marshall medical center north,government - hospital district or authority,guntersville,2565718000,al,8000 alabama highway 69,empty,empty,35976,marshall,yes,pneumonia,pneumonia patients assessed and given influenza vaccination,acute care hospitals,pn-7,al_pn-7,90%,101 patients
10010,marshall medical center north,government - hospital district or authority,guntersville,2565718000,al,8000 alabama highway 69,empty,empty,35976,marshall,yes,surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,acute care hospitals,scip-card-2,al_scip-card-2,86%,14 patients
10010,marshall medical center north,government - hospital district or authority,guntersville,2565718000,al,8000 alabama highway 69,empty,empty,35976,marshall,yes,surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,acute care hospitals,scip-inf-1,al_scip-inf-1,95%,66 patients
10010,marshall medical center north,government - hospital district or authority,guntersville,2565718000,al,8000 alabama highway 69,empty,empty,35976,marshall,yes,surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,acute care hospitals,scip-inf-2,al_scip-inf-2,91%,64 patients
10010,marshall medical center north,government - hospital district or authority,guntersville,2565718000,al,8000 alabama highway 69,empty,empty,35976,marshall,yes,surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),acute care hospitals,scip-inf-3,al_scip-inf-3,100%,63 patients
10010,marshall medical center north,government - hospital district or authority,guntersville,2565718000,al,8000 alabama highway 69,empty,empty,35976,marshall,yes,surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,acute care hospitals,scip-inf-4,al_scip-inf-4,empty,0 patients
10010,marshall medical center north,government - hospital district or authority,guntersville,2565718000,al,8000 alabama highway 69,empty,empty,35976,marshall,yes,surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),acute care hospitals,scip-inf-6,al_scip-inf-6,100%,155 patients
10010,marshall medical center north,government - hospital district or authority,guntersville,2565718000,al,8000 alabama highway 69,empty,empty,35976,marshall,yes,surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,acute care hospitals,scip-vte-1,al_scip-vte-1,86%,56 patients
10010,marshall medical center north,government - hospital district or authority,guntersville,2565718000,al,8000 alabama highway 69,empty,empty,35976,marshall,yes,surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,acute care hospitals,scip-vte-2,al_scip-vte-2,84%,56 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,heart attack,heart attack patients given aspirin at arrival,acute care hospitals,ami-1,al_ami-1,99%,240 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,heart attack,heart attack patients given aspirin at discharge,acute care hospitals,ami-2,al_ami-2,96%,295 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,ami-3,al_ami-3,91%,70 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,heart attack,heart attack patients given smoking cessation advice/counseling,acute care hospitals,ami-4,al_ami-4,100%,131 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,heart attack,heart attack patients given beta blocker at discharge,acute care hospitals,ami-5,al_ami-5,99%,288 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,acute care hospitals,ami-7a,al_ami-7a,empty,0 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,heart attack,heart attack patients given pci within 90 minutes of arrival,acute care hospitals,ami-8a,al_ami-8a,85%,48 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,heart failure,heart failure patients given discharge instructions,acute care hospitals,hf-1,al_hf-1,94%,316 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,acute care hospitals,hf-2,al_hf-2,98%,372 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,hf-3,al_hf-3,98%,130 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,heart failure,heart failure patients given smoking cessation advice/counseling,acute care hospitals,hf-4,al_hf-4,100%,69 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,pneumonia,pneumonia patients assessed and given pneumococcal vaccination,acute care hospitals,pn-2,al_pn-2,87%,125 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,acute care hospitals,pn-3b,al_pn-3b,96%,131 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,pneumonia,pneumonia patients given smoking cessation advice/counseling,acute care hospitals,pn-4,al_pn-4,100%,69 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,acute care hospitals,pn-5c,al_pn-5c,95%,135 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),acute care hospitals,pn-6,al_pn-6,91%,112 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,pneumonia,pneumonia patients assessed and given influenza vaccination,acute care hospitals,pn-7,al_pn-7,85%,89 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,acute care hospitals,scip-card-2,al_scip-card-2,83%,125 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,acute care hospitals,scip-inf-1,al_scip-inf-1,97%,461 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,acute care hospitals,scip-inf-2,al_scip-inf-2,98%,473 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),acute care hospitals,scip-inf-3,al_scip-inf-3,81%,442 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,acute care hospitals,scip-inf-4,al_scip-inf-4,60%,127 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),acute care hospitals,scip-inf-6,al_scip-inf-6,100%,601 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,acute care hospitals,scip-vte-1,al_scip-vte-1,89%,229 patients
10011,st vincents east,voluntary non-profit - private,birmingham,2058383122,al,50 medical park east drive,empty,empty,35235,jefferson,yes,surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,acute care hospitals,scip-vte-2,al_scip-vte-2,83%,224 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,heart attack,heart attack patients given aspirin at arrival,acute care hospitals,ami-1,al_ami-1,100%,46 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,heart attack,heart attack patients given aspirin at discharge,acute care hospitals,ami-2,al_ami-2,95%,39 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,ami-3,al_ami-3,91%,11 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,heart attack,heart attack patients given smoking cessation advice/counseling,acute care hospitals,ami-4,al_ami-4,100%,14 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,heart attack,heart attack patients given beta blocker at discharge,acute care hospitals,ami-5,al_ami-5,95%,41 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,acute care hospitals,ami-7a,al_ami-7a,100%,1 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,heart attack,heart attack patients given pci within 90 minutes of arrival,acute care hospitals,ami-8a,al_ami-8a,40%,5 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,heart failure,heart failure patients given discharge instructions,acute care hospitals,hf-1,al_hf-1,89%,76 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,acute care hospitals,hf-2,al_hf-2,100%,94 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,hf-3,al_hf-3,94%,36 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,heart failure,heart failure patients given smoking cessation advice/counseling,acute care hospitals,hf-4,al_hf-4,100%,15 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,pneumonia,pneumonia patients assessed and given pneumococcal vaccination,acute care hospitals,pn-2,al_pn-2,97%,69 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,acute care hospitals,pn-3b,al_pn-3b,93%,91 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,pneumonia,pneumonia patients given smoking cessation advice/counseling,acute care hospitals,pn-4,al_pn-4,100%,37 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,acute care hospitals,pn-5c,al_pn-5c,99%,88 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),acute care hospitals,pn-6,al_pn-6,88%,82 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,pneumonia,pneumonia patients assessed and given influenza vaccination,acute care hospitals,pn-7,al_pn-7,98%,56 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,acute care hospitals,scip-card-2,al_scip-card-2,100%,16 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,acute care hospitals,scip-inf-1,al_scip-inf-1,97%,139 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,acute care hospitals,scip-inf-2,al_scip-inf-2,99%,147 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),acute care hospitals,scip-inf-3,al_scip-inf-3,98%,136 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,acute care hospitals,scip-inf-4,al_scip-inf-4,empty,0 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),acute care hospitals,scip-inf-6,al_scip-inf-6,100%,179 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,acute care hospitals,scip-vte-1,al_scip-vte-1,97%,90 patients
10012,dekalb regional medical center,voluntary non-profit - church,fort payne,2568453150,al,200 med center drive,empty,empty,35968,de kalb,yes,surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,acute care hospitals,scip-vte-2,al_scip-vte-2,97%,90 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,heart attack,heart attack patients given aspirin at arrival,acute care hospitals,ami-1,al_ami-1,empty,0 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,heart attack,heart attack patients given aspirin at discharge,acute care hospitals,ami-2,al_ami-2,empty,0 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,ami-3,al_ami-3,empty,0 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,heart attack,heart attack patients given smoking cessation advice/counseling,acute care hospitals,ami-4,al_ami-4,empty,0 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,heart attack,heart attack patients given beta blocker at discharge,acute care hospitals,ami-5,al_ami-5,empty,0 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,acute care hospitals,ami-7a,al_ami-7a,empty,0 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,heart attack,heart attack patients given pci within 90 minutes of arrival,acute care hospitals,ami-8a,al_ami-8a,empty,0 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,heart failure,heart failure patients given discharge instructions,acute care hospitals,hf-1,al_hf-1,100%,79 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,acute care hospitals,hf-2,al_hf-2,89%,91 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,hf-3,al_hf-3,88%,25 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,heart failure,heart failure patients given smoking cessation advice/counseling,acute care hospitals,hf-4,al_hf-4,88%,17 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,pneumonia,pneumonia patients assessed and given pneumococcal vaccination,acute care hospitals,pn-2,al_pn-2,92%,25 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,acute care hospitals,pn-3b,al_pn-3b,96%,24 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,pneumonia,pneumonia patients given smoking cessation advice/counseling,acute care hospitals,pn-4,al_pn-4,100%,6 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,acute care hospitals,pn-5c,al_pn-5c,96%,24 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),acute care hospitals,pn-6,al_pn-6,100%,26 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,pneumonia,pneumonia patients assessed and given influenza vaccination,acute care hospitals,pn-7,al_pn-7,92%,24 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,acute care hospitals,scip-card-2,al_scip-card-2,empty,empty
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,acute care hospitals,scip-inf-1,al_scip-inf-1,86%,14 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,acute care hospitals,scip-inf-2,al_scip-inf-2,93%,14 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),acute care hospitals,scip-inf-3,al_scip-inf-3,86%,14 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,acute care hospitals,scip-inf-4,al_scip-inf-4,empty,0 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),acute care hospitals,scip-inf-6,al_scip-inf-6,100%,15 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,acute care hospitals,scip-vte-1,al_scip-vte-1,90%,10 patients
10015,southwest alabama medical center,government - federal,thomasville,3346366221,al,33700 highway 43,empty,empty,36784,clarke,yes,surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,acute care hospitals,scip-vte-2,al_scip-vte-2,90%,10 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,heart attack,heart attack patients given aspirin at arrival,acute care hospitals,ami-1,al_ami-1,99%,179 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,heart attack,heart attack patients given aspirin at discharge,acute care hospitals,ami-2,al_ami-2,97%,208 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,heart attack,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,ami-3,al_ami-3,100%,30 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,heart attack,heart attack patients given smoking cessation advice/counseling,acute care hospitals,ami-4,al_ami-4,100%,98 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,heart attack,heart attack patients given beta blocker at discharge,acute care hospitals,ami-5,al_ami-5,97%,169 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,acute care hospitals,ami-7a,al_ami-7a,empty,0 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,heart attack,heart attack patients given pci within 90 minutes of arrival,acute care hospitals,ami-8a,al_ami-8a,83%,36 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,heart failure,heart failure patients given discharge instructions,acute care hospitals,hf-1,al_hf-1,86%,210 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,heart failure,heart failure patients given an evaluation of left ventricular systolic (lvs) function,acute care hospitals,hf-2,al_hf-2,100%,246 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),acute care hospitals,hf-3,al_hf-3,97%,71 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,heart failure,heart failure patients given smoking cessation advice/counseling,acute care hospitals,hf-4,al_hf-4,100%,48 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,pneumonia,pneumonia patients assessed and given pneumococcal vaccination,acute care hospitals,pn-2,al_pn-2,97%,235 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,pneumonia,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,acute care hospitals,pn-3b,al_pn-3b,100%,110 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,pneumonia,pneumonia patients given smoking cessation advice/counseling,acute care hospitals,pn-4,al_pn-4,100%,131 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,pneumonia,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,acute care hospitals,pn-5c,al_pn-5c,96%,239 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,pneumonia,pneumonia patients given the most appropriate initial antibiotic(s),acute care hospitals,pn-6,al_pn-6,93%,116 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,pneumonia,pneumonia patients assessed and given influenza vaccination,acute care hospitals,pn-7,al_pn-7,92%,199 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,surgical infection prevention,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,acute care hospitals,scip-card-2,al_scip-card-2,89%,96 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,surgical infection prevention,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,acute care hospitals,scip-inf-1,al_scip-inf-1,98%,368 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,surgical infection prevention,surgery patients who were given the  right kind  of antibiotic to help prevent infection,acute care hospitals,scip-inf-2,al_scip-inf-2,99%,370 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,surgical infection prevention,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),acute care hospitals,scip-inf-3,al_scip-inf-3,91%,331 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,surgical infection prevention,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,acute care hospitals,scip-inf-4,al_scip-inf-4,93%,116 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,surgical infection prevention,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),acute care hospitals,scip-inf-6,al_scip-inf-6,100%,588 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,surgical infection prevention,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,acute care hospitals,scip-vte-1,al_scip-vte-1,97%,226 patients
10016,shelby baptist medical center,voluntary non-profit - church,alabaster,2056208100,al,1000 first street north,empty,empty,35007,shelby,yes,surgical infection prevention,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,acute care hospitals,scip-vte-2,al_scip-vte-2,94%,225 patients
10018,callahan eye foundation hospital,voluntary non-profit - private,birmingham,2053258100,al,1720 university blvd,empty,empty,35233,jefferson,yes,heart attack,heart attack patients given aspirin at arrival,acute care hospitals,ami-1,al_ami-1,empty,empty
10018,callahan eye foundation hospital,voluntary non-profit - private,birmingham,2053258100,al,1720 university blvd,empty,empty,35233,jefferson,yes,heart attack,heart attack patients given aspirin at discharge,acute care hospitals,ami-2,al_ami-2,empty,empty
