没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_0.25/dirty_hospitals_mix_0.25.csv
Running Horizon with dirty file: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_0.25/dirty_hospitals_mix_0.25.csv
( huntbsville hospital , 2562651000 ), 0.001000
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
maxp 205 marengo street
empty,0
voluntary non-profit - other,0
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
maxp florence
al,0
2567688400,0
maxp 2567688400
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
maxp al
2567688400,0
35631,0
maxp 35631
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
lauderdale,0
maxp lauderdale
yes,0
maxp yes
surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),0
maxp surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
surgery patients whose preventive antibiotics were stopped at the right time (withni 24 hours after surgery),0
al_scip-inf-3,0
ak_scip-inf-3,0
surgical infection prevention,0
surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),0
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
surgery patients whose preventive antibiotics were stopped at the right time (withni 24 hours after surgery),0
al_scip-inf-3,0
ak_scip-inf-3,0
surgical infection prevention,0
maxp surgical infection prevention
surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),0
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
surgery patients whose preventive antibiotics were stopped at the right time (withni 24 hours after surgery),0
al_scip-inf-3,0
maxp al_scip-inf-3
ak_scip-inf-3,0
surgical infection prevention,0
2567688400,0
35631,0
10006,0
maxp 10006
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
maxp voluntary non-profit - other
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
maxp 205 marengo street
empty,0
voluntary non-profit - other,0
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
maxp florence
al,0
2567688400,0
maxp 2567688400
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
maxp al
2567688400,0
35631,0
maxp 35631
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
lauderdale,0
maxp lauderdale
yes,0
maxp yes
all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0
maxp all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
al_scip-inf-4,0
ak_scip-inf-4,0
surgical infection prevention,0
surgical infection prevefntion,0
surgical infectin prevention,0
all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0
al_scip-inf-4,0
ak_scip-inf-4,0
surgical infection prevention,0
maxp surgical infection prevention
surgical infection prevefntion,0
surgical infectin prevention,0
all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0
al_scip-inf-4,0
maxp al_scip-inf-4
ak_scip-inf-4,0
surgical infection prevention,0
surgical infection prevefntion,0
surgical infectin prevention,0
2053258100,0
2035258100,0
2563864556,0
2567688400,0
3343353374,0
2056208100,0
35233,0
35660,0
35631,0
36049,0
35007,0
32533,0
10018,0
maxp 10018
10019,0
10006,0
10008,0
10016,0
1720 university blvd,0
1300 south montgomery avenue,0
205 marengo street,0
101 hospital circle,0
1000 first street north,0
voluntary non-profit - private,0
government - hospital district or authority,0
voluntary non-profit - other,0
government - federal,0
voluntary non-profit - church,0
birmingham,0
sheffield,0
florence,0
luverne,0
alabaster,0
irmingham,0
al,0
l,0
2053258100,0
2035258100,0
2563864556,0
2567688400,0
3343353374,0
2056208100,0
35233,0
35660,0
35631,0
36049,0
35007,0
32533,0
10018,0
10019,0
10006,0
10008,0
10016,0
1720 university blvd,0
1300 south montgomery avenue,0
205 marengo street,0
101 hospital circle,0
1000 first street north,0
voluntary non-profit - private,0
maxp voluntary non-profit - private
government - hospital district or authority,0
voluntary non-profit - other,0
government - federal,0
voluntary non-profit - church,0
birmingham,0
sheffield,0
florence,0
luverne,0
alabaster,0
irmingham,0
al,0
l,0
2053258100,0
2035258100,0
2563864556,0
2567688400,0
3343353374,0
2056208100,0
35233,0
35660,0
35631,0
36049,0
35007,0
32533,0
10018,0
10019,0
10006,0
10008,0
10016,0
1720 university blvd,0
maxp 1720 university blvd
1300 south montgomery avenue,0
205 marengo street,0
101 hospital circle,0
1000 first street north,0
voluntary non-profit - private,0
government - hospital district or authority,0
voluntary non-profit - other,0
government - federal,0
voluntary non-profit - church,0
birmingham,0
sheffield,0
florence,0
luverne,0
alabaster,0
irmingham,0
al,0
l,0
2053258100,0
2035258100,0
2563864556,0
2567688400,0
3343353374,0
2056208100,0
35233,0
35660,0
35631,0
36049,0
35007,0
32533,0
10018,0
10019,0
10006,0
10008,0
10016,0
1720 university blvd,0
1300 south montgomery avenue,0
205 marengo street,0
101 hospital circle,0
1000 first street north,0
voluntary non-profit - private,0
government - hospital district or authority,0
voluntary non-profit - other,0
government - federal,0
voluntary non-profit - church,0
birmingham,0
maxp birmingham
sheffield,0
florence,0
luverne,0
alabaster,0
irmingham,0
al,0
l,0
2053258100,0
maxp 2053258100
2035258100,0
2563864556,0
2567688400,0
3343353374,0
2056208100,0
35233,0
35660,0
35631,0
36049,0
35007,0
32533,0
10018,0
10019,0
10006,0
10008,0
10016,0
1720 university blvd,0
1300 south montgomery avenue,0
205 marengo street,0
101 hospital circle,0
1000 first street north,0
voluntary non-profit - private,0
government - hospital district or authority,0
voluntary non-profit - other,0
government - federal,0
voluntary non-profit - church,0
birmingham,0
sheffield,0
florence,0
luverne,0
alabaster,0
irmingham,0
al,0
l,0
2053258100,0
2035258100,0
2563864556,0
2567688400,0
3343353374,0
2056208100,0
35233,0
35660,0
35631,0
36049,0
35007,0
32533,0
10018,0
10019,0
10006,0
10008,0
10016,0
1720 university blvd,0
1300 south montgomery avenue,0
205 marengo street,0
101 hospital circle,0
1000 first street north,0
voluntary non-profit - private,0
government - hospital district or authority,0
voluntary non-profit - other,0
government - federal,0
voluntary non-profit - church,0
birmingham,0
sheffield,0
florence,0
luverne,0
alabaster,0
irmingham,0
al,0
maxp al
l,0
2053258100,0
2035258100,0
2563864556,0
2567688400,0
3343353374,0
2056208100,0
35233,0
maxp 35233
35660,0
35631,0
36049,0
35007,0
32533,0
10018,0
10019,0
10006,0
10008,0
10016,0
1720 university blvd,0
1300 south montgomery avenue,0
205 marengo street,0
101 hospital circle,0
1000 first street north,0
voluntary non-profit - private,0
government - hospital district or authority,0
voluntary non-profit - other,0
government - federal,0
voluntary non-profit - church,0
birmingham,0
sheffield,0
florence,0
luverne,0
alabaster,0
irmingham,0
al,0
l,0
jefferson,0
maxp jefferson
jeferson,0
yes,0
maxp yes
no,0
ys,0
surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),0
maxp surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
al_scip-inf-6,0
ak_scip-inf-6,0
surgical infection prevention,0
surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),0
al_scip-inf-6,0
ak_scip-inf-6,0
surgical infection prevention,0
maxp surgical infection prevention
surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),0
al_scip-inf-6,0
maxp al_scip-inf-6
ak_scip-inf-6,0
surgical infection prevention,0
2567688400,0
35631,0
10006,0
maxp 10006
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
maxp voluntary non-profit - other
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
maxp 205 marengo street
empty,0
voluntary non-profit - other,0
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
maxp florence
al,0
2567688400,0
maxp 2567688400
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
maxp al
2567688400,0
35631,0
maxp 35631
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
lauderdale,0
maxp lauderdale
yes,0
maxp yes
surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,0
maxp surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
al_scip-vte-1,0
ak_scip-vte-1,0
surgical infection prevention,0
surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,0
al_scip-vte-1,0
ak_scip-vte-1,0
surgical infection prevention,0
maxp surgical infection prevention
surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,0
al_scip-vte-1,0
maxp al_scip-vte-1
ak_scip-vte-1,0
surgical infection prevention,0
2567688400,0
35631,0
10006,0
maxp 10006
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
maxp voluntary non-profit - other
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
maxp 205 marengo street
empty,0
voluntary non-profit - other,0
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
maxp florence
al,0
2567688400,0
maxp 2567688400
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
maxp al
2567688400,0
35631,0
maxp 35631
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
lauderdale,0
maxp lauderdale
yes,0
maxp yes
patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,0
maxp patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
al_scip-vte-2,0
ak_scip-vte-2,0
empty,0
surgical infection prevention,0
patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,0
al_scip-vte-2,0
ak_scip-vte-2,0
empty,0
surgical infection prevention,0
maxp surgical infection prevention
patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,0
al_scip-vte-2,0
maxp al_scip-vte-2
ak_scip-vte-2,0
empty,0
surgical infection prevention,0
2567688400,0
35631,0
10006,0
maxp 10006
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
maxp voluntary non-profit - other
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
maxp 205 marengo street
empty,0
voluntary non-profit - other,0
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
maxp florence
al,0
2567688400,0
maxp 2567688400
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
2567688400,0
35631,0
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
maxp al
2567688400,0
35631,0
maxp 35631
10006,0
205 marengo street,0
empty,0
voluntary non-profit - other,0
florence,0
al,0
lauderdale,0
maxp lauderdale
yes,0
maxp yes
heart attack patients given aspirin at arrival,0
maxp heart attack patients given aspirin at arrival
heart attack patients given taspirin at arrival,0
heart attack patients gven aspirin at arrival,0
al_ami-1,0
ak_ami-1,0
heart attack,0
heart attack patients given aspirin at arrival,0
heart attack patients given taspirin at arrival,0
heart attack patients gven aspirin at arrival,0
al_ami-1,0
ak_ami-1,0
heart attack,0
maxp heart attack
heart attack patients given aspirin at arrival,0
heart attack patients given taspirin at arrival,0
heart attack patients gven aspirin at arrival,0
al_ami-1,0
maxp al_ami-1
ak_ami-1,0
heart attack,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
maxp 10007
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
maxp voluntary non-profit - private
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
maxp 702 n main st
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
maxp opp
al,0
3344933541,0
maxp 3344933541
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
maxp al
3344933541,0
35233,0
maxp 35233
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
covington,0
maxp covington
yes,0
maxp yes
no,0
ys,0
heart attack patients given aspirin at discharge,0
maxp heart attack patients given aspirin at discharge
al_ami-2,0
ak_ami-2,0
al_mi-2,0
al_mai-2,0
heart attack,0
heart attack patients given aspirin at discharge,0
al_ami-2,0
ak_ami-2,0
al_mi-2,0
al_mai-2,0
heart attack,0
maxp heart attack
heart attack patients given aspirin at discharge,0
al_ami-2,0
maxp al_ami-2
ak_ami-2,0
al_mi-2,0
al_mai-2,0
heart attack,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
maxp 10007
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
maxp voluntary non-profit - private
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
maxp 702 n main st
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
maxp opp
al,0
3344933541,0
maxp 3344933541
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
maxp al
3344933541,0
35233,0
maxp 35233
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
covington,0
maxp covington
yes,0
maxp yes
no,0
ys,0
heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0
maxp heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
al_ami-3,0
heart attack,0
heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0
al_ami-3,0
heart attack,0
maxp heart attack
heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0
al_ami-3,0
maxp al_ami-3
heart attack,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
maxp 10007
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
maxp voluntary non-profit - private
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
maxp 702 n main st
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
maxp opp
al,0
3344933541,0
maxp 3344933541
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
maxp al
3344933541,0
35233,0
maxp 35233
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
covington,0
maxp covington
yes,0
maxp yes
no,0
ys,0
heart attack patients given smoking cessation advice/counseling,0
maxp heart attack patients given smoking cessation advice/counseling
al_ami-4,0
heart attack,0
heart attack patients given smoking cessation advice/counseling,0
al_ami-4,0
heart attack,0
maxp heart attack
heart attack patients given smoking cessation advice/counseling,0
al_ami-4,0
maxp al_ami-4
heart attack,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
maxp 10007
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
maxp voluntary non-profit - private
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
maxp 702 n main st
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
maxp opp
al,0
3344933541,0
maxp 3344933541
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
maxp al
3344933541,0
35233,0
maxp 35233
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
covington,0
maxp covington
yes,0
maxp yes
no,0
ys,0
heart attack patients given beta blocker at discharge,0
maxp heart attack patients given beta blocker at discharge
al_ami-5,0
heart attack,0
heart attack patients given beta blocker at discharge,0
al_ami-5,0
heart attack,0
maxp heart attack
heart attack patients given beta blocker at discharge,0
al_ami-5,0
maxp al_ami-5
heart attack,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
maxp 10007
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
maxp voluntary non-profit - private
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
maxp 702 n main st
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
maxp opp
al,0
3344933541,0
maxp 3344933541
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
maxp al
3344933541,0
35233,0
maxp 35233
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
covington,0
maxp covington
yes,0
maxp yes
no,0
ys,0
heart attack patients given fibrinolytic medication within 30 minutes of arrival,0
maxp heart attack patients given fibrinolytic medication within 30 minutes of arrival
al_ami-7a,0
al_mi-7a,0
heart attack,0
heart attack patients given fibrinolytic medication within 30 minutes of arrival,0
al_ami-7a,0
al_mi-7a,0
heart attack,0
maxp heart attack
heart attack patients given fibrinolytic medication within 30 minutes of arrival,0
al_ami-7a,0
maxp al_ami-7a
al_mi-7a,0
heart attack,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
maxp 10007
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
maxp voluntary non-profit - private
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
maxp 702 n main st
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
maxp opp
al,0
3344933541,0
maxp 3344933541
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
maxp al
3344933541,0
35233,0
maxp 35233
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
covington,0
maxp covington
yes,0
maxp yes
no,0
ys,0
heart attack patients given pci within 90 minutes of arrival,0
maxp heart attack patients given pci within 90 minutes of arrival
empty,0
al_ami-8a,0
heart attack,0
heart attack patients given pci within 90 minutes of arrival,0
empty,0
al_ami-8a,0
heart attack,0
maxp heart attack
heart attack patients given pci within 90 minutes of arrival,0
empty,0
al_ami-8a,0
maxp al_ami-8a
heart attack,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
maxp 10007
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
maxp voluntary non-profit - private
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
maxp 702 n main st
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
maxp opp
al,0
3344933541,0
maxp 3344933541
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
maxp al
3344933541,0
35233,0
maxp 35233
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
covington,0
maxp covington
yes,0
maxp yes
no,0
ys,0
heart failure patients given discharge instructions,0
maxp heart failure patients given discharge instructions
al_hf-1,0
empty,0
ak_hf-1,0
heart failure,0
heart failure patients given discharge instructions,0
al_hf-1,0
empty,0
ak_hf-1,0
heart failure,0
maxp heart failure
heart failure patients given discharge instructions,0
al_hf-1,0
maxp al_hf-1
empty,0
ak_hf-1,0
heart failure,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
maxp 10007
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
maxp voluntary non-profit - private
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
maxp 702 n main st
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
maxp opp
al,0
3344933541,0
maxp 3344933541
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
maxp al
3344933541,0
35233,0
maxp 35233
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
covington,0
maxp covington
yes,0
maxp yes
no,0
ys,0
heart failure patients given an evaluation of left ventricular systolic (lvs) function,0
maxp heart failure patients given an evaluation of left ventricular systolic (lvs) function
empty,0
al_hf-2,0
ak_hf-2,0
heart failure,0
heart failure patients given an evaluation of left ventricular systolic (lvs) function,0
empty,0
al_hf-2,0
ak_hf-2,0
heart failure,0
maxp heart failure
heart failure patients given an evaluation of left ventricular systolic (lvs) function,0
empty,0
al_hf-2,0
maxp al_hf-2
ak_hf-2,0
heart failure,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
maxp 10007
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
maxp voluntary non-profit - private
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
maxp 702 n main st
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
maxp opp
al,0
3344933541,0
maxp 3344933541
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
maxp al
3344933541,0
35233,0
maxp 35233
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
covington,0
maxp covington
yes,0
maxp yes
no,0
ys,0
heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0
maxp heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
al_hf-3,0
ak_hf-3,0
heart failure,0
heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0
al_hf-3,0
ak_hf-3,0
heart failure,0
maxp heart failure
heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0
al_hf-3,0
maxp al_hf-3
ak_hf-3,0
heart failure,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
maxp 10007
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
maxp voluntary non-profit - private
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
maxp 702 n main st
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
maxp opp
al,0
3344933541,0
maxp 3344933541
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
maxp al
3344933541,0
35233,0
maxp 35233
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
covington,0
maxp covington
yes,0
maxp yes
no,0
ys,0
heart failure patients given smoking cessation advice/counseling,0
maxp heart failure patients given smoking cessation advice/counseling
al_hf-4,0
ak_hf-4,0
heart failure,0
hart failure,0
heart failure patients given smoking cessation advice/counseling,0
al_hf-4,0
ak_hf-4,0
heart failure,0
maxp heart failure
hart failure,0
heart failure patients given smoking cessation advice/counseling,0
al_hf-4,0
maxp al_hf-4
ak_hf-4,0
heart failure,0
hart failure,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
maxp 10007
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
maxp voluntary non-profit - private
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
maxp 702 n main st
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
maxp opp
al,0
3344933541,0
maxp 3344933541
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
3344933541,0
35233,0
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
maxp al
3344933541,0
35233,0
maxp 35233
36467,0
63467,0
10007,0
702 n main st,0
voluntary non-profit - private,0
opp,0
al,0
covington,0
maxp covington
yes,0
maxp yes
no,0
ys,0
pneumonia patients assessed and given pneumococcal vaccination,0
maxp pneumonia patients assessed and given pneumococcal vaccination
al_pn-2,0
ak_pn-2,0
pneumonia,0
pneumonia patients assessed and given pneumococcal vaccination,0
al_pn-2,0
ak_pn-2,0
pneumonia,0
maxp pneumonia
