没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_0.5/dirty_hospitals_mix_0.5.csv
Running Horizon with dirty file: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_0.5/dirty_hospitals_mix_0.5.csv
( coosa valley medical center , 2562495000 ), 0.018000
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
heart failure patients given discharge instructions,0
maxp heart failure patients given discharge instructions
heart failure patients given discharge instructiovns,0
al_hf-1,0
alhf-1,0
ak_hf-1,0
heart failure,0
heartfailure,0
heart failure patients given discharge instructions,0
heart failure patients given discharge instructiovns,0
al_hf-1,0
alhf-1,0
ak_hf-1,0
heart failure,0
maxp heart failure
heartfailure,0
heart failure patients given discharge instructions,0
heart failure patients given discharge instructiovns,0
al_hf-1,0
maxp al_hf-1
alhf-1,0
ak_hf-1,0
heart failure,0
heartfailure,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
heart failure patients given an evaluation of left ventricular systolic (lvs) function,0
maxp heart failure patients given an evaluation of left ventricular systolic (lvs) function
heart failure patients given anr evaluation of left ventricular systolic (lvs) function,0
al_hf-2,0
ak_hf-2,0
heart failure,0
heart failure patients given an evaluation of left ventricular systolic (lvs) function,0
heart failure patients given anr evaluation of left ventricular systolic (lvs) function,0
al_hf-2,0
ak_hf-2,0
heart failure,0
maxp heart failure
heart failure patients given an evaluation of left ventricular systolic (lvs) function,0
heart failure patients given anr evaluation of left ventricular systolic (lvs) function,0
al_hf-2,0
maxp al_hf-2
ak_hf-2,0
heart failure,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0
maxp heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
al_hf-3,0
ak_hf-3,0
heart failure,0
heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0
al_hf-3,0
ak_hf-3,0
heart failure,0
maxp heart failure
heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0
al_hf-3,0
maxp al_hf-3
ak_hf-3,0
heart failure,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
heart failure patients given smoking cessation advice/counseling,0
maxp heart failure patients given smoking cessation advice/counseling
al_hf-4,0
ak_hf-4,0
heart failure,0
heart failure patients given smoking cessation advice/counseling,0
al_hf-4,0
ak_hf-4,0
heart failure,0
maxp heart failure
heart failure patients given smoking cessation advice/counseling,0
al_hf-4,0
maxp al_hf-4
ak_hf-4,0
heart failure,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
pneumonia patients assessed and given pneumococcal vaccination,0
maxp pneumonia patients assessed and given pneumococcal vaccination
pneumonia patients assessed and give pneumococcal vaccination,0
pneumonia patients assessedand given pneumococcal vaccination,0
al_pn-2,0
ak_pn-2,0
pneumonia,0
pneumonia patients assessed and given pneumococcal vaccination,0
pneumonia patients assessed and give pneumococcal vaccination,0
pneumonia patients assessedand given pneumococcal vaccination,0
al_pn-2,0
ak_pn-2,0
pneumonia,0
maxp pneumonia
pneumonia patients assessed and given pneumococcal vaccination,0
pneumonia patients assessed and give pneumococcal vaccination,0
pneumonia patients assessedand given pneumococcal vaccination,0
al_pn-2,0
maxp al_pn-2
ak_pn-2,0
pneumonia,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0
maxp pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
al_pn-3b,0
ak_pn-3b,0
pneumonia,0
pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0
al_pn-3b,0
ak_pn-3b,0
pneumonia,0
maxp pneumonia
pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0
al_pn-3b,0
maxp al_pn-3b
ak_pn-3b,0
pneumonia,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
pneumonia patients given smoking cessation advice/counseling,0
maxp pneumonia patients given smoking cessation advice/counseling
empty,0
al_pn-4,0
ak_pn-4,0
pneumonia,0
pneumonia patients given smoking cessation advice/counseling,0
empty,0
al_pn-4,0
ak_pn-4,0
pneumonia,0
maxp pneumonia
pneumonia patients given smoking cessation advice/counseling,0
empty,0
al_pn-4,0
maxp al_pn-4
ak_pn-4,0
pneumonia,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0
maxp pneumonia patients given initial antibiotic(s) within 6 hours after arrival
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
pneumonia patients given initial antibiotic(s) within 6 hours after rarival,0
al_pn-5c,0
ak_pn-5c,0
pneumonia,0
pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
pneumonia patients given initial antibiotic(s) within 6 hours after rarival,0
al_pn-5c,0
ak_pn-5c,0
pneumonia,0
maxp pneumonia
pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
pneumonia patients given initial antibiotic(s) within 6 hours after rarival,0
al_pn-5c,0
maxp al_pn-5c
ak_pn-5c,0
pneumonia,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
pneumonia patients given the most appropriate initial antibiotic(s),0
maxp pneumonia patients given the most appropriate initial antibiotic(s)
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
al_pn-6,0
ak_pn-6,0
empty,0
al_p-6,0
pneumonia,0
pneumonia patients given the most appropriate initial antibiotic(s),0
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
al_pn-6,0
ak_pn-6,0
empty,0
al_p-6,0
pneumonia,0
maxp pneumonia
pneumonia patients given the most appropriate initial antibiotic(s),0
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
al_pn-6,0
maxp al_pn-6
ak_pn-6,0
empty,0
al_p-6,0
pneumonia,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
pneumonia patients assessed and given influenza vaccination,0
maxp pneumonia patients assessed and given influenza vaccination
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
al_pn-7,0
ak_pn-7,0
pneumonia,0
pneumonia patients assessed and given influenza vaccination,0
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
al_pn-7,0
ak_pn-7,0
pneumonia,0
maxp pneumonia
pneumonia patients assessed and given influenza vaccination,0
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
al_pn-7,0
maxp al_pn-7
ak_pn-7,0
pneumonia,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
maxp surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
al_scip-card-2,0
ak_scip-card-2,0
surgical infection prevention,0
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
al_scip-card-2,0
ak_scip-card-2,0
surgical infection prevention,0
maxp surgical infection prevention
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
al_scip-card-2,0
maxp al_scip-card-2
ak_scip-card-2,0
surgical infection prevention,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,0
maxp surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
al_scip-inf-1,0
ak_scip-inf-1,0
empty,0
surgical infection prevention,0
surgical infexction prevention,0
surgical infection prjevention,0
surgical infection prevntion,0
surgical infection preventino,0
surgical infection preventionn,0
surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,0
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
al_scip-inf-1,0
ak_scip-inf-1,0
empty,0
surgical infection prevention,0
maxp surgical infection prevention
surgical infexction prevention,0
surgical infection prjevention,0
surgical infection prevntion,0
surgical infection preventino,0
surgical infection preventionn,0
surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,0
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
al_scip-inf-1,0
maxp al_scip-inf-1
ak_scip-inf-1,0
empty,0
surgical infection prevention,0
surgical infexction prevention,0
surgical infection prjevention,0
surgical infection prevntion,0
surgical infection preventino,0
surgical infection preventionn,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
surgery patients who were given the  right kind  of antibiotic to help prevent infection,0
maxp surgery patients who were given the  right kind  of antibiotic to help prevent infection
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
al_scip-inf-2,0
ak_scip-inf-2,0
surgical infection prevention,0
surgery patients who were given the  right kind  of antibiotic to help prevent infection,0
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
al_scip-inf-2,0
ak_scip-inf-2,0
surgical infection prevention,0
maxp surgical infection prevention
surgery patients who were given the  right kind  of antibiotic to help prevent infection,0
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0
al_scip-inf-2,0
maxp al_scip-inf-2
ak_scip-inf-2,0
surgical infection prevention,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),0
maxp surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
al_scip-inf-3,0
al_scoip-inf-3,0
al_scip-inf-k3,0
alh_scip-inf-3,0
ak_scip-inf-3,0
al_scip-infz-3,0
al_scip-inf3-,0
surgical infection prevention,0
surgical infection prevntion,0
surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),0
al_scip-inf-3,0
al_scoip-inf-3,0
al_scip-inf-k3,0
alh_scip-inf-3,0
ak_scip-inf-3,0
al_scip-infz-3,0
al_scip-inf3-,0
surgical infection prevention,0
maxp surgical infection prevention
surgical infection prevntion,0
surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),0
al_scip-inf-3,0
maxp al_scip-inf-3
al_scoip-inf-3,0
al_scip-inf-k3,0
alh_scip-inf-3,0
ak_scip-inf-3,0
al_scip-infz-3,0
al_scip-inf3-,0
surgical infection prevention,0
surgical infection prevntion,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0
maxp all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
al_scip-inf-4,0
empty,0
ak_scip-inf-4,0
surgical infection prevention,0
surgical infection prevetnion,0
all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0
al_scip-inf-4,0
empty,0
ak_scip-inf-4,0
surgical infection prevention,0
maxp surgical infection prevention
surgical infection prevetnion,0
all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0
al_scip-inf-4,0
maxp al_scip-inf-4
empty,0
ak_scip-inf-4,0
surgical infection prevention,0
surgical infection prevetnion,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),0
maxp surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
al_scip-inf-6,0
ak_scip-inf-6,0
al_sciap-inf-6,0
surgical infection prevention,0
surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),0
al_scip-inf-6,0
ak_scip-inf-6,0
al_sciap-inf-6,0
surgical infection prevention,0
maxp surgical infection prevention
surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),0
al_scip-inf-6,0
maxp al_scip-inf-6
ak_scip-inf-6,0
al_sciap-inf-6,0
surgical infection prevention,0
2567736511,0
35640,0
10009,0
maxp 10009
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
maxp 35640
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
maxp hartselle
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
maxp 201 pine street northwest
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
maxp 2567736511
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
hartselle,0
empty,0
al,0
maxp al
l,0
2567736511,0
35640,0
10009,0
201 pine street northwest,0
proprietary,0
maxp proprietary
hartselle,0
empty,0
al,0
l,0
yes,0
maxp yes
morgan,0
maxp morgan
surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,0
maxp surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
al_scip-vte-1,0
ak_scip-vte-1,0
al_sci-pvte-1,0
surgical infection prevention,0
