id,brewery_id,brewery_name,beer_name,style,ounces,abv,ibu,city,state
2379,121,Cheboygan Brewing Company,Blood Orange Honey,Fruit / Vegetable Beer,16.0 oz.,0.06%,10.0,Cheboygan,MI
2354,121,Cheboygan Brewing Company,Lighthouse Amber,Altbier,16.0 ounce,0.052,empty,Cheboygan,MI
2440,99,Christian Moerlein Brewing Company,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,12.0 oz.,0.089,126.0,Cincinnati,OH
567,526,Churchkey Can Company,Churchkey Pilsner Style Beer,American Pilsner,12.0 oz,0.049,29.0,Seattle,WA
1342,425,Ciderboys,First Press,Cider,12.0 oz.,0.05,empty,Stevens Point,WI
1341,425,Ciderboys,Magic Apple,Cider,12.0 ounce,0.05%,empty,Stevens Point,WI
2349,141,Cigar City Brewing Company,Cubano Espresso,Bock,12.0 oz.,0.055,25.0,Tampa,FL
2014,141,Cigar City Brewing Company,Operation Homefront,American IPA,12.0 oz,0.062,65.0,Tampa,FL
2013,141,Cigar City Brewing Company,Wandering Pelican,American Black Ale,12.0 oz.,0.082,65.0,Tampa,FL
2012,141,Cigar City Brewing Company,Sugar Plum,American Brown Ale,12.0 oz,0.055,empty,Tampa,FL
2011,141,Cigar City Brewing Company,Oktoberfest,Märzen / Oktoberfest,12.0 oz.,0.055,empty,Tampa,FL
2010,141,Cigar City Brewing Company,Puppy's Breath Porter,American Porter,12.0 oz.,0.06,empty,Tampa,FL
2009,141,Cigar City Brewing Company,Happening Now,American IPA,12.0 oz. Alumi-Tek,0.045,empty,Tampa,FL
1726,141,Cigar City Brewing Company,Hopped on the High Seas (Hop #529),American IPA,12.0 oz. Silo Can,0.07,60.0,Tampa,FL
1725,141,Cigar City Brewing Company,Hopped on the High Seas (Calypso),American IPA,12.0 ounce,0.07,60.0,Tampa,FL
1695,141,Cigar City Brewing Company,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),12.0 oz. Alumi-Tek,0.063,empty,Tampa,FL
1694,141,Cigar City Brewing Company,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,12.0 oz.,0.07%,60.0,Tampa,FL
1693,141,Cigar City Brewing Company,Hopped on the High Seas (Citra),American IPA,12.0 ounce,0.07,60.0,Tampa,FL
1692,141,Cigar City Brewing Company,Hopped on the High Seas (Ahtanum),American IPA,12.0 oz.,0.07,60.0,Tampa,FL
1369,141,Cigar City Brewing Company,Gwar Beer,American Pale Ale (APA),12.0 oz.,0.055,empty,Tampa,FL
1243,141,Cigar City Brewing Company,Tropical Heatwave,American Pale Wheat Ale,16.0 oz,0.052,empty,Tampa,FL
1142,141,Cigar City Brewing Company,Humidor Series India Pale Ale,American IPA,12.0 oz,0.075,70.0,Tampa,FL
1141,141,Cigar City Brewing Company,Jai Alai IPA Aged on White Oak,American IPA,12.0 ounce,0.075,70.0,Tampa,FL
1140,141,Cigar City Brewing Company,José Martí American Porter,American Porter,12.0 oz,0.08,65.0,Tampa,FL
1139,141,Cigar City Brewing Company,Invasion Pale Ale,American Pale Ale (APA),12.0 oz,0.05%,empty,Tampa,FL
1138,0,Cigar City Brewing Company,Maduro Brown Ale,English Brown Ale,12.0 ounce,0.055,25.0,Tampa,FL
571,141,Cigar City Brewing Company,Maduro Brown Ale,American Brown Ale,12.0 oz,0.06%,25.0,Tampa,FL
570,141,Cigar City Brewing Company,Hotter Than Helles Lager,Munich Helles Lager,12.0 oz.,0.05%,empty,Tampa,FL
569,141,Cigar City Brewing Company,Tocobaga Red Ale,American Amber / Red Ale,12.0 oz,0.07%,75.0,Tampa,FL
546,141,Cigar City Brewing Company,Jai Alai IPA,American IPA,12.0 oz,0.075,70.0,Tampa,FL
545,141,Cigar City Brewing Company,Florida Cracker Belgian Wit,Witbier,12.0 oz. Alumi-Tek,0.05%,18.0,Tampa,FL
2338,145,Cisco Brewers,Shark Tracker Light lager,Light Lager,12.0 oz.,0.048,empty,Nantucket,MA
1365,145,Cisco Brewers,Pumple Drumkin,Pumpkin Ale,12.0 oz,0.06,empty,Nantucket,MA
1094,145,Cisco Brewers,Grey Lady,Witbier,12.0 oz.,0.045,empty,Nantucket,MA
657,145,Cisco Brewers,Summer of Lager,Munich Helles Lager,12.0 oz.,0.06%,empty,Nantucket,MA
656,145,Cisco Brewers,Indie Pale Ale,American IPA,12.0 oz,0.065,empty,Nantucket,MA
359,145,Cisco Brewers,Sankaty Light Lager,Light Lager,12.0 oz.,0.04%,empty,Nantucket,MA
56,145,Cisco Brewers,Whale's Tale Pale Ale,English Pale Ale,12.0 oz.,0.06%,empty,Nantucket,MA
1772,320,Claremont Craft Ales,Jacaranada Rye IPA,American IPA,16.0 oz.,0.067,60.0,Claremont,CA
1393,418,Coalition Brewing Company,Cascadian Dark Ale,American Black Ale,12.0 oz,0.06%,75.0,Portland,OR
893,418,Coalition Brewing Company,Wheat the People,American Pale Wheat Ale,16.0 oz,0.044,13.0,Portland,OR
1407,415,Coastal Empire Beer Company,Tybee Island Blonde,American Blonde Ale,12.0 oz,0.047,17.0,Savannah,GA
1406,415,Coastal Empire Beer Company,Savannah Brown Ale,American Brown Ale,12.0 ounce,0.062,55.0,Savannah,GA
2438,101,Coastal Extreme Brewing Company,Rhode Island Blueberry,Kölsch,12.0 ounce,0.046,11.0,Newport,RI
2437,101,Coastal Extreme Brewing Company,Newport Storm IPA,American IPA,12.0 ounce,0.065,75.0,Newport,RI
751,101,Coastal Extreme Brewing Company,Hurricane Amber Ale (2004),American Amber / Red Ale,12.0 oz.,0.052,24.0,Newport,RI
120,101,Coastal Extreme Brewing Company,Hurricane Amber Ale,American Amber / Red Ale,12.0 oz,0.052,24.0,Newport,RI
2061,232,College Street Brewhouse and Pub,Big Blue Van,Fruit / Vegetable Beer,16.0 OZ.,0.058,empty,Lake Havasu City,AZ
970,0,Confluence Brewing Company,Des Moines IPA,American IPA,16.0 ounce,0.068,75.0,Des Moines,IA
969,0,Confluence Brewing Company,Capital Gold Golden Lager,German Pilsener,16.0 ounce,0.048,22.0,Des Moines,IA
968,0,Confluence Brewing Company,Farmer John's Multi-Grain Ale,American Blonde Ale,16.0 oz.,0.056,21.0,Des Moines IA,empty
2351,0,Core Brewing & Distilling Company,Behemoth,American Pilsner,12.0 oz.,0.05,empty,Springdale,AR
1650,0,Core Brewing & Distilling Company,Arkansas Red,American Amber / Red Ale,12.0 oz,0.052,empty,Springdale,AR
1337,0,Core Brewing & Distilling Company,Core Oatmeal Stout,Oatmeal Stout,12.0 ounce,0.057,empty,Springdale,AR
1336,0,Core Brewing & Distilling Company,Core ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.061,empty,Springdale AR,empty
737,512,Cottrell Brewing,Chester's Beer (2005),American Pale Lager,12.0 oz,0.038,empty,Pawcatuck,CT
129,553,Covington Brewhouse,Heiner Brau Kölsch,Kölsch,12.0 ounce,0.05%,empty,Covington,LA
716,515,Crabtree Brewing Company,Trigger Blonde Ale,American Blonde Ale,16.0 oz.,0.05%,empty,Greeley,CO
659,515,Crabtree Brewing Company,Crabtree Oatmeal Stout,Oatmeal Stout,16.0 oz,0.08%,29.0,Greeley,CO
556,515,Crabtree Brewing Company,Eclipse Black IPA,American Black Ale,16.0 oz.,0.077,71.0,Greeley,CO
2538,63,Crazy Mountain Brewing Company,Neomexicanus Native,American Pale Ale (APA),12.0 OZ.,0.06,46.0,Edwards,CO
2355,63,Crazy Mountain Brewing Company,Old Soul,Belgian Strong Pale Ale,12.0 oz,0.08%,25.0,Edwards,CO
1689,63,Crazy Mountain Brewing Company,Snowcat Coffee Stout,American Stout,12.0 oz. Alumi-Tek,0.059,empty,Edwards,CO
1163,63,Crazy Mountain Brewing Company,WinterWonderGrass Festival Ale,American Amber / Red Ale,12.0 oz.,empty,empty,Edwards,CO
940,63,Crazy Mountain Brewing Company,Boohai Red Ale,American Amber / Red Ale,12.0 ounce,empty,empty,Edwards,CO
685,63,Crazy Mountain Brewing Company,Lava Lake Wit,Witbier,12.0 oz.,0.052,15.0,Edwards,CO
613,63,Crazy Mountain Brewing Company,Mountain Livin' Pale Ale,American Pale Ale (APA),12.0 ounce,0.06,empty,Edwards,CO
356,63,Crazy Mountain Brewing Company,Crazy Mountain Amber Ale,American Amber / Red Ale,12.0 ounce,0.052,25.0,Edwards,CO
2029,247,Creature Comforts,Tropicalia,American IPA,12.0 oz.,0.065,65.0,Athens,GA
2028,247,Creature Comforts,Athena,Berliner Weissbier,12.0 ounce,0.05%,empty,Athens,GA
2293,169,Crooked Fence Brewing Company,Aviator Raspberry Blonde,American Blonde Ale,12.0 oz.,0.05%,25.0,Garden City,ID
1105,169,Crooked Fence Brewing Company,3 Picket Porter,American Porter,12.0 oz.,0.06%,empty,Garden City,ID
1104,169,Crooked Fence Brewing Company,Rusty Nail Pale Ale,American Pale Ale (APA),12.0 oz,0.056,empty,Garden City,ID
2145,212,Crow Peak Brewing Company,Red Water Irish Style Red,American Amber / Red Ale,12.0 OZ.,0.065,empty,Spearfish,SD
1804,212,Crow Peak Brewing Company,Mjöllnir,Herbed / Spiced Beer,12.0 oz,0.066,empty,Spearfish,SD
1602,212,Crow Peak Brewing Company,Bear Butte Nut Brown Ale,American Brown Ale,12.0 oz.,0.06%,empty,Spearfish,SD
1301,212,Crow Peak Brewing Company,Easy Livin' Summer Ale,American Blonde Ale,12.0 oz,0.045,empty,Spearfish,SD
542,212,Crow Peak Brewing Company,Canyon Cream Ale,Cream Ale,12.0 ounce,0.06%,empty,Spearfish,SD
272,212,Crow Peak Brewing Company,Pile O'Dirt Porter,American Porter,12.0 oz,0.069,empty,Spearfish,SD
271,212,Crow Peak Brewing Company,11th Hour IPA,American IPA,12.0 oz.,0.06,empty,Spearfish,SD
1057,472,Crystal Springs Brewing Company,South Ridge Amber Ale,American Amber / Red Ale,16.0 oz.,0.06%,31.0,Boulder,CO
681,472,Crystal Springs Brewing Company,Summertime Ale,Kölsch,16.0 oz,0.052,23.0,Boulder,CO
1789,315,Cutters Brewing Company,Lost River Blonde Ale,American Blonde Ale,16.0 oz,0.05%,empty,Avon,IN
1788,315,Cutters Brewing Company,Monon Wheat,Witbier,16.0 oz.,0.054,empty,Avon,IN
1787,315,Cutters Brewing Company,Floyd's Folly,Scottish Ale,16.0 oz,0.08,empty,Avon,IN
1786,315,Cutters Brewing Company,Half Court IPA,American IPA,16.0 oz.,0.063,empty,Avon,IN
1763,323,D.L. Geary Brewing Company,Geary's Pale Ale,English Pale Ale,12.0 oz,0.05%,empty,Portland,ME
1311,323,D.L. Geary Brewing Company,Geary's Summer Ale,Kölsch,12.0 oz. Alumi-Tek,0.06%,empty,Portland,ME
2078,227,DC Brau Brewing Company,Stone of Arbroath,Scotch Ale / Wee Heavy,12.0 oz,0.08,empty,Washington,DC
1809,227,DC Brau Brewing Company,The Tradition,American Blonde Ale,12.0 oz,0.05%,15.0,Washington,DC
1263,227,DC Brau Brewing Company,El Hefe Speaks,Hefeweizen,12.0 oz,0.053,11.0,Washington,DC
1092,227,DC Brau Brewing Company,Penn Quarter Porter,American Porter,12.0 oz.,0.055,empty,Washington,DC
851,227,DC Brau Brewing Company,On the Wings of Armageddon,American Double / Imperial IPA,12.0 oz.,0.092,115.0,Washington,DC
186,227,DC Brau Brewing Company,The Corruption,American IPA,12.0 oz.,0.07%,80.0,Washington,DC
185,227,DC Brau Brewing Company,The Citizen,Belgian Pale Ale,12.0 ounce,0.07,empty,Washington,DC
184,227,DC Brau Brewing Company,The Public,American Pale Ale (APA),12.0 oz,0.06,empty,Washington,DC
1224,451,Dad & Dude's Breweria,Dank IPA,American IPA,16.0 oz.,0.07%,empty,Aurora,CO
964,451,Dad & Dude's Breweria,Dank IPA (2012),American IPA,16.0 ounce,0.07%,empty,Aurora,CO
1623,358,Daredevil Brewing Company,Lift Off IPA,American IPA,16.0 ounce,0.07%,empty,Shelbyville,IN
110,554,Dave's Brewfarm,BrewFarm Select Golden Lager,American Pale Lager,12.0 oz.,0.055,empty,Wilson,WI
1735,333,David's Ale Works,Sprocket Blonde Ale (2006),American Blonde Ale,12.0 oz,0.05,empty,Diamond Springs,CA
1734,333,David's Ale Works,Sprocket Pale Ale (2006),American Pale Ale (APA),12.0 oz,0.05,empty,Diamond Springs,CA
1746,330,Dead Armadillo Craft Brewing,Dead Armadillo Amber Ale,American Amber / Red Ale,12.0 ounce,0.06%,37.0,Tulsa,OK
2371,127,Deep Ellum Brewing Company,Neato Bandito,Euro Pale Lager,12.0 ounce,0.06%,empty,Dallas,TX
2251,127,Deep Ellum Brewing Company,Oak Cliff Coffee Ale,American Brown Ale,12.0 oz.,0.08%,33.0,Dallas,TX
2166,127,Deep Ellum Brewing Company,Dream Crusher Double IPA,American Double / Imperial IPA,12.0 oz,0.085,100.0,Dallas,TX
1827,127,Deep Ellum Brewing Company,Deep Ellum Pale Ale,American Pale Ale (APA),12.0 oz,0.06%,empty,Dallas,TX
1203,127,Deep Ellum Brewing Company,Double Brown Stout,Baltic Porter,12.0 oz.,0.07,empty,Dallas,TX
1202,127,Deep Ellum Brewing Company,Farmhouse Wit,Saison / Farmhouse Ale,16.0 oz,0.048,25.0,Dallas,TX
1161,127,Deep Ellum Brewing Company,Rye Pils Session Lager,German Pilsener,12.0 oz.,0.046,empty,Dallas,TX
946,127,Deep Ellum Brewing Company,Dallas Blonde,American Blonde Ale,12.0 oz.,0.05%,23.0,Dallas,TX
943,127,Deep Ellum Brewing Company,Deep Ellum IPA,American IPA,12.0 oz,0.07,70.0,Dallas,TX
1886,283,Defiance Brewing Company,Thrasher Session India Pale Ale,American IPA,12.0 oz,0.045,44.0,Hays,KS
1885,283,Defiance Brewing Company,Gutch English Style Mild Ale,English Pale Mild Ale,12.0 oz,0.05,16.0,Hays,KS
1213,453,Denali Brewing Company,Chuli Stout,Irish Dry Stout,12.0 ounce,0.059,55.0,Talkeetna,AK
1159,453,Denali Brewing Company,Mother Ale,American Blonde Ale,12.0 oz.,0.056,46.0,Talkeetna,AK
947,453,Denali Brewing Company,Twister Creek India Pale Ale,American IPA,12.0 oz,0.065,71.0,Talkeetna,AK
929,453,Denali Brewing Company,Single Engine Red,Irish Red Ale,12.0 oz,0.058,46.0,Talkeetna,AK
1944,263,Denver Beer Company,Incredible Pedal IPA,American IPA,12.0 oz,0.07,empty,Denver,CO
1943,263,Denver Beer Company,Graham Cracker Porter,American Porter,12.0 oz.,0.05%,empty,Denver,CO
1210,454,Deschutes Brewery,Mirror Pond Pale Ale,American Pale Ale (APA),12.0 oz.,0.05%,40.0,Bend,OR
2550,57,Destihl Brewery,Weissenheimer,Hefeweizen,12.0 oz,0.05%,16.0,Bloomington,IL
2505,57,Destihl Brewery,Abbey's Single (2015- ),Abbey Single Ale,12.0 OZ.,0.05%,22.0,Bloomington,IL
2025,0,Destihl Brewery,Vertex IPA,American IPA,12.0 ounce,0.06%,76.0,Bloomington,IL
2021,0,Destihl Brewery,Here Gose Nothin',Gose,12.0 OZ.,0.05,12.0,Bloomington,IL
2015,57,Destihl Brewery,Strawberry Blonde,Fruit / Vegetable Beer,12.0 oz.,0.05%,empty,Bloomington,IL
1888,57,Destihl Brewery,Hoperation Overload,American Double / Imperial IPA,12.0 oz.,0.096,85.0,Bloomington,IL
1887,57,Destihl Brewery,Abbey's Single Ale (Current),Abbey Single Ale,12.0 ounce,0.05%,22.0,Bloomington,IL
2051,237,Devil's Backbone Brewing Company,Bravo Four Point,American Pale Ale (APA),12.0 oz.,0.04%,45.0,Lexington,VA
1201,237,Devil's Backbone Brewing Company,Striped Bass Pale Ale,American Pale Ale (APA),12.0 OZ.,0.052,26.0,Lexington,VA
924,0,Devil's Canyon Brewery,Deadicated Amber,American Amber / Red Ale,16.0 oz.,0.05%,27.0,Belmont,CA
731,0,Devil's Canyon Brewery,Kaleidoscope Collaboration 2012,American Black Ale,16.0 OZ.,empty,empty,Belmont,CA
730,491,Devil's Canyon Brewery,California Sunshine Rye IPA,American IPA,16.0 oz,0.071,85.0,Belmont,CA
647,491,Devil's Canyon Brewery,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,16.0 oz,0.074,12.0,Belmont,CA
1773,319,Dick's Brewing Company,12 Man Pale Ale,American Pale Ale (APA),12.0 oz.,0.05%,empty,Centralia,WA
1795,311,Dirty Bucket Brewing Company,Filthy Hoppin' IPA,American IPA,16.0 ounce,0.07%,72.0,Woodinville,WA
944,488,Dock Street Brewery,Dock Street Amber Beer (1992),American Amber / Red Ale,12.0 OZ.,empty,empty,Philadelphia,PA
524,531,Dolores River Brewery,Dolores River Hefeweizen,Hefeweizen,16.0 oz. Alumi-Tek,empty,empty,Dolores,CO
450,531,Dolores River Brewery,Dolores River ESB,Extra Special / Strong Bitter (ESB),16.0 oz.,empty,empty,Dolores,CO
449,531,Dolores River Brewery,Snaggletooth Double Pale Ale,American Double / Imperial IPA,16.0 ounce,empty,empty,Dolores,CO
448,531,Dolores River Brewery,Dolores River Pale Ale,American Pale Ale (APA),16.0 oz,empty,empty,Dolores,CO
447,531,Dolores River Brewery,Dolores River Dry Stout,Irish Dry Stout,16.0 ounce,empty,empty,Dolores,CO
446,531,Dolores River Brewery,Dolores River Mild,English Dark Mild Ale,16.0 oz,empty,empty,Dolores,CO
1246,446,Downeast Cider House,Cranberry Blend,Cider,12.0 oz,0.049,empty,Leominster,MA
977,446,Downeast Cider House,Orignal Blend,Cider,12.0 oz,0.051,empty,Leominster,MA
881,496,Dry Dock Brewing Company,Hop Abomination,American IPA,12.0 OZ.,0.07%,100.0,Aurora,CO
880,496,Dry Dock Brewing Company,Apricot Blonde,Fruit / Vegetable Beer,12.0 ounce,0.051,17.0,Aurora,CO
872,496,Dry Dock Brewing Company,Dry Dock Hefeweizen,Hefeweizen,12.0 oz,0.043,12.0,Aurora,CO
871,496,Dry Dock Brewing Company,Dry Dock Amber Ale,American Amber / Red Ale,12.0 ounce,0.06%,49.0,Aurora,CO
1685,340,Due South Brewing Company,Category 3 IPA,American IPA,12.0 ounce,0.06%,64.0,Boynton Beach,FL
457,538,Dundee Brewing Company,Dundee Summer Wheat Beer,American Pale Wheat Ale,12.0 oz.,0.05%,18.0,Rochester,NY
1590,369,Eddyline Brewery & Restaurant,Pumpkin Patch Ale,Pumpkin Ale,16.0 ounce,0.05,empty,Buena Vista,CO
1382,369,Eddyline Brewery & Restaurant,Crank Yanker IPA,American IPA,16.0 ounce,0.078,74.0,Buena Vista,CO
1110,369,Eddyline Brewery & Restaurant,River Runners Pale Ale,American Pale Ale (APA),16.0 OZ.,0.06,empty,Buena Vista,CO
1014,369,Eddyline Brewery & Restaurant,Pumpkin Patch Ale (2012),Pumpkin Ale,16.0 oz.,0.05,empty,Buena Vista,CO
911,369,Eddyline Brewery & Restaurant,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,16.0 ounce,0.055,empty,Buena Vista,CO
680,369,Eddyline Brewery & Restaurant,Boater Beer,German Pilsener,16.0 ounce,0.045,empty,Buena Vista,CO
395,369,Eddyline Brewery & Restaurant,Crank Yanker IPA (2011),American IPA,16.0 oz,0.078,74.0,Buena Vista,CO
1642,352,Elevator Brewing Company,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),16.0 oz.,0.06%,empty,Columbus,OH
673,516,Emerald City Beer Company,Dottie Seattle Lager,American Amber / Red Lager,16.0 oz. Silo Can,0.049,25.0,Seattle,WA
1107,465,Engine 15 Brewing,Nut Sack Imperial Brown Ale,American Brown Ale,12.0 ounce,0.07,empty,Jacksonville Beach,FL
1039,473,Engine House 9,Underachiever,American Adjunct Lager,16.0 ounce,0.05%,empty,Tacoma,WA
2477,81,Epic Brewing,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12.0 oz. Alumi-Tek,0.052,empty,Denver,CO
2008,81,Epic Brewing,Element 29,American Pale Ale (APA),12.0 oz,0.052,empty,Denver,CO
2004,81,Epic Brewing,Hop Syndrome,American Pale Lager,12.0 oz.,0.05%,empty,Denver,CO
2003,81,Epic Brewing,Escape to Colorado,American IPA,12.0 oz.,0.062,empty,Denver,CO
2292,170,Everybody's Brewing,Little Sister India Style Session Ale,American IPA,12.0 ounce,0.04%,60.0,White Salmon,WA
1504,170,Everybody's Brewing,Country Boy IPA,American IPA,12.0 oz.,0.062,80.0,White Salmon,WA
2604,26,Evil Czech Brewery,Blonde Czich,American Blonde Ale,16.0 ounce,0.05%,23.0,Mishawaka,IN
2432,26,Evil Czech Brewery,White Reaper,Belgian IPA,16.0 ounce,0.07%,61.0,Mishawaka,IN
2431,26,Evil Czech Brewery,Bobblehead,American Pale Wheat Ale,16.0 oz.,0.051,empty,Mishawaka,IN
2430,26,Evil Czech Brewery,Lucky Dog,American Pale Ale (APA),16.0 oz.,0.052,empty,Mishawaka,IN
2429,26,Evil Czech Brewery,Voodoo,American Porter,16.0 oz,0.048,empty,Mishawaka,IN
1967,26,Evil Czech Brewery,General George Patton Pilsner,Czech Pilsener,16.0 oz,0.054,48.0,Mishawaka,IN
2283,173,Evil Twin Brewing,Nomader Weiss,Berliner Weissbier,12.0 oz,0.04%,empty,Brooklyn,NY
2248,173,Evil Twin Brewing,Molotov Lite,American Double / Imperial IPA,16.0 oz.,0.085,empty,Brooklyn,NY
1287,173,Evil Twin Brewing,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12.0 oz.,0.055,empty,Brooklyn,NY
1286,173,Evil Twin Brewing,Bikini Beer,American IPA,12.0 oz,0.03%,empty,Brooklyn,NY
640,173,Evil Twin Brewing,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),12.0 oz.,0.06%,empty,Brooklyn,NY
1722,335,Fargo Brewing Company,Iron Horse Pale Ale,American Pale Ale (APA),12.0 oz.,0.05,32.0,Fargo,ND
1435,335,Fargo Brewing Company,Stone's Throw IPA,Scottish Ale,12.0 oz.,0.045,19.0,Fargo,ND
1434,335,Fargo Brewing Company,Wood Chipper India Pale Ale,American IPA,12.0 oz,0.067,70.0,Fargo,ND
2089,224,Fat Head's Brewery,Trail Head,American Pale Ale (APA),12.0 oz,0.06%,55.0,Middleburg Heights,OH
2088,224,Fat Head's Brewery,Hop Stalker Fresh Hop IPA,American IPA,16.0 oz.,0.07,80.0,Middleburg Heights,OH
1455,405,Fate Brewing Company,Sudice American Stout,American Stout,16.0 oz,0.07,58.0,Boulder,CO
1454,405,Fate Brewing Company,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16.0 oz.,0.05%,20.0,Boulder,CO
1453,405,Fate Brewing Company,Norns Roggenbier,Roggenbier,16.0 oz.,0.05,20.0,Boulder,CO
1452,0,Fate Brewing Company,Laimas Kölsch Style Ale,Kölsch,16.0 oz,0.05,20.0,Boulder,CO
1451,405,Fate Brewing Company,Moirai India Pale Ale,American IPA,16.0 ounce,0.07%,70.0,Boulder,CO
2191,201,Fearless Brewing Company,Loki Red Ale,American Amber / Red Ale,16.0 ounce,0.08%,53.0,Estacada,OR
1731,201,Fearless Brewing Company,Peaches & Cream,Fruit / Vegetable Beer,16.0 oz.,0.046,empty,Estacada,OR
1022,201,Fearless Brewing Company,Quaff India Style Session Ale,American IPA,16.0 OZ.,0.051,empty,Estacada,OR
895,201,Fearless Brewing Company,Loki Red Ale (2013),American Amber / Red Ale,16.0 OZ.,0.075,53.0,Estacada,OR
682,201,Fearless Brewing Company,Mjolnir Imperial IPA,American Double / Imperial IPA,16.0 oz,0.069,empty,Estacada,OR
112,201,Fearless Brewing Company,Fearless Scottish Ale,Scottish Ale,16.0 ounce,0.05,empty,Estacada,OR
2289,172,Fiddlehead Brewing Company,Mastermind,American Double / Imperial IPA,12.0 oz.,0.081,empty,Shelburne,VT
2027,172,Fiddlehead Brewing Company,Hyzer Flip,American Double / Imperial IPA,16.0 oz.,0.08%,empty,Shelburne,VT
1929,172,Fiddlehead Brewing Company,Second Fiddle,American Double / Imperial IPA,16.0 oz.,0.082,80.0,Shelburne,VT
1858,172,Fiddlehead Brewing Company,Hodad Porter,American Porter,16.0 oz.,0.06%,30.0,Shelburne,VT
2591,0,Figueroa Mountain Brewing Company,Weiss Weiss Baby,Kristalweizen,12.0 oz.,0.045,empty,Buellton,CA
2590,0,Figueroa Mountain Brewing Company,Czech Yo Self,Czech Pilsener,12.0 oz.,0.06%,45.0,Buellton,CA
1968,0,Figueroa Mountain Brewing Company,FMB 101,Kölsch,12.0 oz.,0.048,20.0,Buellton CA,empty
1981,256,Finch's Beer Company,Hardcore Chimera,American Double / Imperial IPA,16.0 oz.,0.09%,empty,Chicago,IL
1664,256,Finch's Beer Company,Sobek & Set,American Black Ale,16.0 ounce,0.08,80.0,Chicago,IL
1663,256,Finch's Beer Company,Nuclear Winter,Belgian Strong Dark Ale,16.0 oz.,0.086,empty,Chicago,IL
1662,256,Finch's Beer Company,Wet Hot American Wheat Ale,American Pale Wheat Ale,16.0 ounce,0.05,22.0,Chicago,IL
941,256,Finch's Beer Company,Secret Stache Stout,American Stout,16.0 oz.,0.05%,empty,Chicago,IL
935,256,Finch's Beer Company,Fascist Pig Ale,American Amber / Red Ale,16.0 oz. Alumi-Tek,0.08%,72.0,Chicago,IL
809,256,Finch's Beer Company,Cut Throat Pale Ale,American Pale Ale (APA),16.0 ounce,0.055,empty,Chicago,IL
481,256,Finch's Beer Company,Threadless IPA,American IPA,16.0 ounce,0.075,empty,Chicago,IL
351,256,Finch's Beer Company,Cut Throat Pale Ale (2011),American Pale Ale (APA),16.0 oz,0.055,empty,Chicago,IL
350,256,Finch's Beer Company,Golden Wing Blonde Ale,American Blonde Ale,16.0 oz,0.05%,empty,Chicago,IL
2569,48,Firestone Walker Brewing Company,Easy Jack,American IPA,12.0 oz,0.045,47.0,Paso Robles,CA
2463,0,Firestone Walker Brewing Company,Union Jack,American IPA,12.0 oz.,0.075,75.0,Paso Robles,CA
2462,48,Firestone Walker Brewing Company,Pivo Pils,German Pilsener,12.0 oz.,0.053,empty,Paso Robles,CA
1957,48,Firestone Walker Brewing Company,805 Blonde Ale,American Blonde Ale,12.0 oz,0.047,empty,Paso Robles,CA
1733,48,Firestone Walker Brewing Company,805,American Blonde Ale,12.0 oz,0.047,20.0,Paso Robles,CA
2624,16,Flat 12 Bierwerks,Deflator,Doppelbock,16.0 oz.,0.065,empty,Indianapolis,IN
2284,16,Flat 12 Bierwerks,Hinchtown Hammer Down,American Blonde Ale,16.0 ounce,0.05,27.0,Indianapolis,IN
1610,16,Flat 12 Bierwerks,Half Cycle IPA,American IPA,16.0 ounce,0.06,104.0,Indianapolis,IN
520,532,Flat Rock Brewing Company,Inclined Plane Ale,American IPA,12.0 ounce,empty,empty,Smithton,PA
2554,54,Flesk Brewing Company,Moped Traveler,American Pale Ale (APA),16.0 oz,0.06%,empty,Lombard,IL
608,521,Flying Dog Brewery,Snake Dog IPA,American IPA,12.0 ounce,0.07%,60.0,Frederick,MD
607,521,Flying Dog Brewery,Underdog Atlantic Lager,American Pale Lager,12.0 oz.,0.047,28.0,Frederick,MD
2567,50,Flying Mouse Brewery,Flying Mouse 8,American Porter,12.0 oz.,0.04,empty,Troutville,VA
2566,50,Flying Mouse Brewery,Flying Mouse 4,American IPA,12.0 ounce,0.07,70.0,Troutville,VA
1899,279,Foolproof Brewing Company,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12.0 oz. Alumi-Tek,0.078,empty,Pawtucket,RI
983,279,Foolproof Brewing Company,Backyahd IPA,American IPA,12.0 oz,0.06%,empty,Pawtucket,RI
982,279,Foolproof Brewing Company,Raincloud Robust Porter,American Porter,12.0 ounce,0.07%,empty,Pawtucket,RI
981,279,Foolproof Brewing Company,Barstool American Golden Ale,American Blonde Ale,12.0 oz,0.045,empty,Pawtucket,RI
