index,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
401,airtravelcenter,0,empty,04:28 PM,12:29 AM Dec 02,09:13 AM
402,airtravelcenter,0,empty,empty,12:15 AM Dec 02,09:13 AM
403,airtravelcenter,0,08:25 PM,empty,11:50 PM,09:13 AM
404,airtravelcenter,0,06:59 AM,07:22 AM,10:34 AM,09:56 AM
405,airtravelcenter,0,08:35 AM,08:51 AM,11:50 AM,09:13 AM
406,airtravelcenter,UA-3373-IAD-PHL,empty,08:37 AM,empty,09:13 AM
407,airtravelcenter,0,01:30 PM,empty,03:50 PM,09:13 AM
408,airtravelcenter,0,02:53 PM,03:01 PM,0,04:59 PM
409,airtravelcenter,UA-6273-YYC-SFO,empty,07:41 AM,0,09:13 AM
410,airtravelcenter,0,11:08 PM,empty,5:11 AMDec 02,empty
411,airtravelcenter,0,05:30 PM,empty,06:09 PM,09:13 AM
412,airtravelcenter,0,empty,01:45 PM,0,09:13 AM
413,airtravelcenter,UA-2704-DTW-PHX,empty,11:47 AM,0,09:13 AM
414,airtravelcenter,AA-3063-SLC-LAX,empty,08:40 PM,0,09:13 AM
415,airtravelcenter,UA-2708-EWR-CLT,empty,03:04 PM,0,09:13 AM
416,airtravelcenter,0,02:30 PM,02:48 PM,0,07:10 PM
417,airtravelcenter,0,empty,09:43 AM,11:45 AM,empty
418,airtravelcenter,0,02:35 PM,02:44 PM,04:05 PM,09:13 AM
419,airtravelcenter,0,02:55 PM,03:27 PM,05:55 PM,09:13 AM
420,airtravelcenter,0,07:15 AM,07:22 AM,11:35 AM,09:13 AM
421,airtravelcenter,0,12:10 PM,12:10 PM,02:15 PM,09:13 AM
422,airtravelcenter,0,07:55 AM,08:04 AM,11:05 AM,09:56 AM
423,airtravelcenter,0,empty,09:05 AM,11:53 AM,empty
424,airtravelcenter,0,01:05 PM,01:19 PM,02:35 PM,09:13 AM
425,airtravelcenter,0,empty,08:56 AM,0,09:13 AM
426,airtravelcenter,0,03:05 PM,03:36 PM,06:30 PM,09:13 AM
427,airtravelcenter,0,07:30 AM,08:04 AM,08:00 AM,09:56 AM
428,airtravelcenter,0,04:00 PM,04:12 PM,06:40 PM,09:13 AM
429,airtravelcenter,0,11:35 AM,11:52 AM,02:25 PM,09:13 AM
430,airtravelcenter,0,02:55 PM,03:31 PM,0,05:26 PM
431,airtravelcenter,0,11:55 AM,11:43 AM,06:17 PM,09:13 AM
432,airtravelcenter,0,10:40 AM,10:54 AM,12:55 PM,09:13 AM
433,airtravelcenter,0,06:45 AM,06:57 AM,07:45 AM,09:13 AM
434,airtravelcenter,0,04:00 PM,03:58 PM,0,06:36 PM
435,airtravelcenter,0,06:00 AM,06:10 AM,06:40 AM,09:13 AM
436,airtravelcenter,0,07:10 AM,07:39 AM,10:45 AM,09:13 AM
437,airtravelcenter,0,07:10 AM,07:31 AM,03:30 PM,09:13 AM
438,flightview,AA-3859-IAH-ORD,07:10 AM,07:16 AM,0,09:32 AM
439,flightview,CO-1586-IAH-MCO,empty,07:42 PM,10:15 PM,09:13 AM
440,flightview,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM
441,flightview,0,08:00 AM,08:29 AM,11:55 AM,11:58 AM
442,flightview,UA-3925-IAD-ORF,empty,09:01 AM,09:54 AM,09:13 AM
443,flightview,AA-1733-ORD-PHX,07:45 PM,07:59 PM,10:30 PM,empty
444,flightview,0,12:00 PM,12:11 PM,03:15 PM,03:16 PM
445,flightview,0,03:27 PM,03:28 PM,05:05 PM,05:17 PM
446,flightview,0,11:25 AM,11:32 AM,02:50 PM,09:13 AM
447,flightview,UA-5487-SFO-MRY,empty,10:53 AM,0,09:13 AM
448,flightview,AA-204-LAX-MCO,11:25 PM,empty,6:55 AM Dec 02,empty
449,flightview,UA-414-LAX-SFO,empty,06:10 AM,07:23 AM,09:13 AM
450,flightview,0,12:30 AM,12:41 AM,05:35 AM,09:13 AM
451,flightview,0,04:00 PM,03:58 PM,0,06:28 PM
452,flightview,CO-52-IAH-LAX,empty,07:56 AM,09:21 AM,09:13 AM
453,flightview,0,empty,10:35 AM,01:16 PM,09:13 AM
454,flightview,0,09:05 AM,10:10 AM,0,01:27 PM
455,flightview,UA-3515-IAD-MSP,empty,08:26 AM,0,09:13 AM
456,flightview,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM
457,flightview,0,04:15 PM,04:29 PM,07:55 PM,07:39 PM
458,flightview,AA-1886-BOS-MIA,empty,10:55 AM,02:20 PM,09:13 AM
459,flightview,0,02:30 PM,02:48 PM,07:03 PM,09:13 AM
460,flightview,0,empty,08:00 AM,11:35 AM,09:13 AM
461,flightview,UA-2314-ATL-PHL,empty,03:04 PM,0,09:13 AM
462,flightview,AA-446-DFW-PHL,11:50 AM,12:13 PM,03:50 PM,04:09 PM
463,flightview,CO-1023-IAH-DEN,empty,12:06 PM,01:17 PM,09:13 AM
464,flightview,0,06:00 AM,06:08 AM,09:20 AM,09:05 AM
465,flightview,0,11:05 AM,11:30 AM,0,05:05 PM
466,flightview,0,06:00 AM,06:02 AM,10:20 AM,09:13 AM
467,flightview,0,08:40 AM,08:40 AM,10:54 AM,09:13 AM
468,flightview,AA-1664-MIA-ATL,10:15 AM,10:19 AM,12:10 PM,11:50 AM
469,flightview,AA-1279-DFW-PHX,01:00 PM,02:04 PM,0,03:13 PM
470,flightview,UA-854-SFO-IAH,empty,08:07 AM,01:39 PM,09:13 AM
471,flightview,0,empty,12:56 PM,03:19 PM,09:13 AM
472,flightview,AA-4344-ORD-DTW,empty,12:14 PM,02:00 PM,09:13 AM
473,flightview,0,02:30 PM,02:26 PM,06:15 PM,05:42 PM
474,flightview,UA-2945-PHL-CLT,12:00 PM,12:08 PM,0,01:15 PM
475,flightview,0,05:25 PM,05:22 PM,08:22 PM,09:13 AM
476,flightview,0,empty,08:36 PM,08:56 PM,09:13 AM
477,flightview,0,10:40 AM,11:05 AM,02:45 PM,02:46 PM
478,flightview,UA-248-PHX-ORD,empty,01:43 PM,05:15 PM,09:13 AM
479,flightview,AA-4330-CVG-ORD,empty,03:36 PM,04:00 PM,09:13 AM
480,flightview,0,07:15 AM,07:21 AM,0,10:36 AM
481,flightview,AA-1640-MIA-MCO,06:30 PM,empty,07:25 PM,empty
482,flightview,0,06:45 PM,06:55 PM,0,08:53 PM
483,flightview,CO-1694-LAX-IAH,07:15 PM,empty,12:21 AM Dec 02,empty
484,flightview,0,empty,02:38 PM,07:53 PM,09:13 AM
485,flightview,0,09:15 AM,09:14 AM,12:18 PM,12:09 PM
486,flightview,0,06:00 AM,06:56 AM,07:30 AM,07:51 AM
487,flightview,0,07:10 AM,07:30 AM,0,09:31 AM
488,flightview,0,empty,05:09 PM,08:05 PM,09:13 AM
489,flightview,0,03:50 PM,04:28 PM,0,06:38 PM
490,flightview,0,empty,04:37 PM,07:35 PM,09:13 AM
491,flightview,0,08:00 PM,08:23 PM,0,09:53 PM
492,flightview,0,10:25 AM,empty,06:44 PM,09:13 AM
493,flightview,0,empty,07:31 AM,10:31 AM,09:13 AM
494,flightview,AA-400-DFW-JFK,10:40 AM,11:02 AM,02:59 PM,03:04 PM
495,flightview,0,01:33 PM,01:31 PM,04:31 PM,04:23 PM
496,flightview,0,12:15 PM,12:41 PM,0,02:46 PM
497,flightview,0,01:29 PM,01:48 PM,04:17 PM,09:13 AM
498,flightview,AA-1522-SFO-ORD,11:55 PM,empty,5:50 AM Dec 02,empty
499,flightview,0,04:25 PM,empty,12:29 AM Dec 02,empty
500,flightview,0,09:00 PM,empty,12:15 AM Dec 02,empty
501,flightview,AA-2312-DFW-DTW,08:25 PM,empty,11:50 PM,empty
502,flightview,0,06:59 AM,07:22 AM,10:34 AM,10:04 AM
503,flightview,0,08:35 AM,08:51 AM,11:50 AM,11:44 AM
504,flightview,UA-3373-IAD-PHL,empty,08:37 AM,empty,09:13 AM
505,flightview,AA-649-ORD-SNA,01:30 PM,empty,0,04:09 PM
506,flightview,0,02:53 PM,03:01 PM,04:48 PM,09:13 AM
507,flightview,UA-6273-YYC-SFO,empty,07:41 AM,Not Available,09:13 AM
508,flightview,UA-828-SFO-ORD,11:08 PM,empty,5:11 AMDec 02,empty
509,flightview,0,05:30 PM,empty,06:09 PM,06:15 PM
510,flightview,UA-858-PVG-SFO,empty,01:45 PM,08:27 AM,09:13 AM
511,flightview,UA-2704-DTW-PHX,empty,11:47 AM,01:40 PM,09:13 AM
512,flightview,AA-3063-SLC-LAX,empty,08:40 PM,09:20 PM,09:13 AM
513,flightview,UA-2708-EWR-CLT,empty,03:04 PM,04:53 PM,09:13 AM
514,flightview,0,02:30 PM,02:48 PM,07:03 PM,09:13 AM
515,flightview,UA-1500-IAH-GUA,empty,09:43 AM,11:45 AM,09:13 AM
516,flightview,0,02:35 PM,02:44 PM,0,03:43 PM
517,flightview,0,02:55 PM,03:27 PM,0,05:43 PM
518,flightview,0,07:15 AM,07:22 AM,0,11:06 AM
519,flightview,0,12:10 PM,12:10 PM,02:15 PM,01:43 PM
520,flightview,0,07:55 AM,08:04 AM,0,11:01 AM
521,flightview,UA-37-EDI-EWR,empty,09:05 AM,11:53 AM,09:13 AM
522,flightview,0,01:05 PM,01:19 PM,0,03:13 PM
523,flightview,0,empty,08:56 AM,10:40 AM,09:13 AM
524,flightview,0,03:05 PM,03:36 PM,06:30 PM,06:43 PM
525,flightview,0,07:30 AM,08:04 AM,0,08:06 AM
526,flightview,AA-1544-SAN-ORD,empty,11:41 AM,05:25 PM,09:13 AM
527,flightview,0,04:00 PM,04:12 PM,0,06:15 PM
528,flightview,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM
529,flightview,0,07:25 AM,07:39 AM,11:10 AM,11:06 AM
530,flightview,0,02:55 PM,03:31 PM,04:49 PM,09:13 AM
531,flightview,0,11:55 AM,11:43 AM,0,05:38 PM
532,flightview,0,10:40 AM,10:54 AM,0,12:50 PM
533,flightview,0,06:45 AM,06:57 AM,0,07:40 AM
534,flightview,0,04:00 PM,03:58 PM,07:05 PM,06:36 PM
535,flightview,0,06:00 AM,06:10 AM,06:40 AM,06:19 AM
536,flightview,0,07:10 AM,07:39 AM,10:45 AM,11:12 AM
537,flightview,0,07:10 AM,07:31 AM,03:30 PM,03:14 PM
538,flightstats,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:22 AM
539,flightstats,0,empty,07:42 PM,0,empty
540,flightstats,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM
541,flightstats,UA-397-JFK-SFO,08:00 AM,08:29 AM,11:55 AM,11:58 AM
542,flightstats,0,empty,09:01 AM,09:54 AM,09:43 AM
543,flightstats,0,07:45 PM,07:59 PM,0,empty
544,flightstats,0,empty,12:14 PM,02:00 PM,02:10 PM
545,flightstats,0,06:30 PM,empty,0,empty
546,flightstats,UA-2830-MCO-CLT,03:27 PM,03:28 PM,05:05 PM,05:17 PM
547,flightstats,CO-58-DEN-IAH,11:25 AM,11:32 AM,02:50 PM,03:31 PM
548,flightstats,0,11:25 PM,empty,6:55 AM Dec 02,empty
549,flightstats,0,empty,06:10 AM,empty,07:17 AM
550,flightstats,CO-1614-LAX-IAH,12:30 AM,12:41 AM,05:35 AM,05:26 AM
551,flightstats,UA-2726-FLL-PHL,04:00 PM,03:58 PM,06:46 PM,06:28 PM
552,flightstats,0,empty,07:56 AM,0,empty
553,flightstats,0,09:45 AM,10:19 AM,01:16 PM,01:19 PM
554,flightstats,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM
555,flightstats,0,empty,08:26 AM,10:06 AM,09:56 AM
556,flightstats,AA-484-DFW-MIA,04:15 PM,04:29 PM,07:55 PM,07:39 PM
557,flightstats,AA-616-DFW-DTW,09:05 AM,10:10 AM,12:35 PM,01:27 PM
558,flightstats,CO-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
559,flightstats,CO-63-EWR-IAH,05:25 PM,05:22 PM,08:22 PM,08:03 PM
560,flightstats,0,11:50 AM,12:13 PM,03:50 PM,04:09 PM
561,flightstats,0,empty,12:06 PM,01:17 PM,01:14 PM
562,flightstats,AA-466-IAH-MIA,06:00 AM,06:08 AM,09:20 AM,09:05 AM
563,flightstats,UA-3050-PHX-CLT,11:05 AM,11:30 AM,04:57 PM,05:05 PM
564,flightstats,CO-89-IAH-EWR,06:00 AM,06:02 AM,10:20 AM,10:27 AM
565,flightstats,CO-1088-CLE-IAH,08:40 AM,08:40 AM,10:54 AM,10:56 AM
566,flightstats,AA-2957-DFW-CVG,07:55 AM,08:04 AM,11:05 AM,11:01 AM
567,flightstats,0,10:15 AM,10:19 AM,0,11:50 AM
568,flightstats,AA-3979-CVG-ORD,07:30 AM,08:04 AM,08:00 AM,08:06 AM
569,flightstats,AA-1279-DFW-PHX,01:00 PM,02:04 PM,0,03:13 PM
570,flightstats,AA-404-MIA-MCO,06:45 AM,06:57 AM,07:45 AM,07:40 AM
571,flightstats,AA-3756-ORD-SLC,12:15 PM,12:41 PM,0,02:46 PM
572,flightstats,0,empty,12:56 PM,03:19 PM,03:21 PM
573,flightstats,0,12:00 PM,12:08 PM,01:45 PM,01:15 PM
574,flightstats,0,empty,08:25 PM,0,empty
575,flightstats,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM
576,flightstats,AA-2050-ORD-MIA,10:40 AM,11:05 AM,02:45 PM,02:46 PM
577,flightstats,0,empty,01:43 PM,05:15 PM,05:34 PM
578,flightstats,0,empty,03:36 PM,04:00 PM,03:33 PM
579,flightstats,AA-1434-DFW-MCO,07:15 AM,07:21 AM,10:35 AM,10:36 AM
580,flightstats,0,empty,08:00 AM,0,11:06 AM
581,flightstats,AA-4307-ORD-DTW,06:45 PM,06:55 PM,09:10 PM,08:53 PM
582,flightstats,AA-3-JFK-LAX,12:00 PM,12:11 PM,03:15 PM,03:16 PM
583,flightstats,0,07:15 PM,empty,12:21 AM,12:21 AM (Estimated)
584,flightstats,0,empty,02:38 PM,07:53 PM,07:58 PM
585,flightstats,CO-1193-EWR-MCO,09:15 AM,09:14 AM,12:18 PM,12:09 PM
586,flightstats,AA-3842-MSP-ORD,06:00 AM,06:56 AM,07:30 AM,07:51 AM
587,flightstats,AA-643-MIA-ORD,07:10 AM,07:30 AM,09:35 AM,09:31 AM
588,flightstats,0,empty,05:09 PM,08:05 PM,07:55 PM
589,flightstats,AA-2525-DFW-MIA,07:25 AM,07:39 AM,11:10 AM,11:06 AM
590,flightstats,UA-2906-PHL-MCO,03:50 PM,04:28 PM,06:23 PM,06:38 PM
591,flightstats,0,empty,04:37 PM,07:35 PM,07:36 PM
592,flightstats,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:53 PM
593,flightstats,0,10:25 AM,empty,0,empty
594,flightstats,0,empty,07:31 AM,10:31 AM,10:47 AM
595,flightstats,0,10:40 AM,11:02 AM,02:59 PM,03:04 PM
596,flightstats,UA-664-ORD-PHL,01:33 PM,01:31 PM,04:31 PM,04:23 PM
597,flightstats,UA-37-EWR-MCO,01:29 PM,01:48 PM,04:17 PM,04:17 PM
598,flightstats,0,11:55 PM,empty,5:50 AM Dec 02,empty
599,flightstats,0,04:25 PM,4:28 PM (Estimated runway),12:29 AM Dec 02,empty
600,flightstats,0,09:00 PM,empty,12:15 AM Dec 02,11:49 PM (Estimated runway)
601,flightstats,0,08:25 PM,empty,0,empty
602,flightstats,0,empty,03:04 PM,05:00 PM,04:47 PM
603,flightstats,AA-1165-JFK-MIA,06:59 AM,07:22 AM,10:34 AM,10:04 AM
604,flightstats,AA-431-MIA-SFO,08:35 AM,08:51 AM,11:50 AM,11:44 AM
605,flightstats,UA-257-JFK-SFO,02:30 PM,02:26 PM,06:15 PM,05:42 PM
606,flightstats,0,empty,08:37 AM,empty,09:13 AM
607,flightstats,CO-1250-MIA-IAH,02:53 PM,03:01 PM,04:48 PM,04:59 PM
608,flightstats,0,11:08 PM,empty,5:11 AMDec 02,empty
609,flightstats,0,05:30 PM,empty,06:09 PM,06:15 PM
610,flightstats,0,empty,11:47 AM,01:40 PM,02:00 PM
611,flightstats,0,empty,08:40 PM,09:20 PM,9:19 PM (Estimated)
612,flightstats,0,empty,03:04 PM,04:53 PM,04:44 PM
613,flightstats,UA-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
614,flightstats,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:43 PM
615,flightstats,AA-1917-JFK-MCO,02:55 PM,03:27 PM,05:55 PM,05:43 PM
616,flightstats,AA-2268-PHX-ORD,07:15 AM,07:22 AM,11:35 AM,11:06 AM
617,flightstats,AA-4277-CVG-JFK,12:10 PM,12:10 PM,02:15 PM,01:43 PM
618,flightstats,AA-789-ORD-DEN,01:05 PM,01:19 PM,02:35 PM,03:13 PM
619,flightstats,0,empty,08:07 AM,01:39 PM,01:30 PM
620,flightstats,0,empty,08:56 AM,10:40 AM,10:16 AM
621,flightstats,AA-85-JFK-SFO,03:05 PM,03:36 PM,06:30 PM,06:43 PM
622,flightstats,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:40 PM,06:15 PM
623,flightstats,AA-222-LAX-BOS,07:10 AM,07:31 AM,03:30 PM,03:14 PM
624,flightstats,CO-50-CLE-EWR,02:55 PM,03:31 PM,04:49 PM,05:26 PM
625,flightstats,UA-3099-PHX-PHL,11:55 AM,11:43 AM,06:17 PM,05:38 PM
626,flightstats,AA-4198-ORD-CLE,10:40 AM,10:54 AM,12:55 PM,12:50 PM
627,flightstats,CO-45-EWR-MIA,04:00 PM,03:58 PM,07:05 PM,06:36 PM
628,flightstats,AA-3809-PHX-LAX,06:00 AM,06:10 AM,06:40 AM,06:19 AM
629,flightstats,AA-59-JFK-SFO,07:10 AM,07:39 AM,10:45 AM,11:12 AM
630,panynj,AA-3859-IAH-ORD,07:10 AM,07:16 AM,0,09:22 AM
631,panynj,CO-1586-IAH-MCO,empty,07:42 PM,10:15 PM,09:13 AM
632,panynj,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM
633,panynj,0,08:00 AM,08:29 AM,11:55 AM,11:58 AM
634,panynj,UA-3925-IAD-ORF,empty,09:01 AM,09:54 AM,09:13 AM
635,panynj,AA-1733-ORD-PHX,07:45 PM,07:59 PM,10:30 PM,empty
636,panynj,0,12:00 PM,12:11 PM,03:15 PM,03:16 PM
637,panynj,0,03:27 PM,03:28 PM,05:05 PM,05:17 PM
638,panynj,0,11:25 AM,11:32 AM,0,09:13 AM
639,panynj,UA-5487-SFO-MRY,empty,10:53 AM,0,09:13 AM
640,panynj,AA-204-LAX-MCO,11:25 PM,empty,6:55 AM Dec 02,empty
641,panynj,UA-414-LAX-SFO,empty,06:10 AM,empty,09:13 AM
642,panynj,0,12:30 AM,12:41 AM,05:35 AM,09:13 AM
643,panynj,0,04:00 PM,03:58 PM,0,06:28 PM
644,panynj,CO-52-IAH-LAX,empty,07:56 AM,09:21 AM,09:13 AM
645,panynj,0,empty,10:35 AM,01:16 PM,09:13 AM
646,panynj,0,09:05 AM,10:10 AM,0,01:27 PM
647,panynj,UA-3515-IAD-MSP,empty,08:26 AM,0,09:13 AM
648,panynj,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM
649,panynj,0,04:15 PM,04:29 PM,07:55 PM,07:39 PM
650,panynj,AA-1886-BOS-MIA,empty,10:55 AM,02:20 PM,09:13 AM
651,panynj,0,02:30 PM,02:48 PM,07:03 PM,09:13 AM
652,panynj,0,empty,08:00 AM,0,09:13 AM
653,panynj,UA-2314-ATL-PHL,empty,03:04 PM,0,09:13 AM
654,panynj,AA-446-DFW-PHL,11:50 AM,12:13 PM,03:50 PM,04:09 PM
655,panynj,CO-1023-IAH-DEN,empty,12:06 PM,01:17 PM,09:13 AM
656,panynj,0,06:00 AM,06:08 AM,09:20 AM,09:05 AM
657,panynj,0,11:05 AM,11:30 AM,0,05:05 PM
658,panynj,0,06:00 AM,06:02 AM,10:20 AM,09:13 AM
659,panynj,0,08:40 AM,08:40 AM,10:54 AM,09:13 AM
660,panynj,AA-1664-MIA-ATL,10:15 AM,10:19 AM,12:10 PM,11:50 AM
661,panynj,AA-1279-DFW-PHX,01:00 PM,02:04 PM,0,03:13 PM
662,panynj,UA-854-SFO-IAH,empty,08:07 AM,01:39 PM,09:13 AM
663,panynj,0,empty,12:56 PM,03:19 PM,09:13 AM
664,panynj,0,empty,12:14 PM,02:00 PM,09:13 AM
665,panynj,0,02:30 PM,02:26 PM,06:15 PM,05:42 PM
666,panynj,UA-2945-PHL-CLT,12:00 PM,12:08 PM,0,01:15 PM
667,panynj,0,05:25 PM,05:22 PM,08:22 PM,09:13 AM
668,panynj,0,empty,08:36 PM,08:56 PM,09:13 AM
669,panynj,0,10:40 AM,11:05 AM,02:45 PM,02:46 PM
670,panynj,UA-248-PHX-ORD,empty,01:43 PM,05:15 PM,09:13 AM
671,panynj,AA-4330-CVG-ORD,empty,03:36 PM,04:00 PM,09:13 AM
672,panynj,0,07:15 AM,07:21 AM,0,10:36 AM
673,panynj,AA-1640-MIA-MCO,06:30 PM,empty,07:25 PM,empty
674,panynj,0,06:45 PM,06:55 PM,0,08:53 PM
675,panynj,CO-1694-LAX-IAH,07:15 PM,empty,12:21 AM Dec 02,empty
676,panynj,UA-843-LAX-ORD,empty,02:38 PM,07:53 PM,09:13 AM
677,panynj,0,09:15 AM,09:14 AM,12:18 PM,12:09 PM
678,panynj,0,06:00 AM,06:56 AM,07:30 AM,07:51 AM
679,panynj,0,07:10 AM,07:30 AM,0,09:31 AM
680,panynj,0,empty,05:09 PM,08:05 PM,09:13 AM
681,panynj,0,03:50 PM,04:28 PM,0,06:38 PM
682,panynj,UA-938-DEN-ORD,empty,04:37 PM,07:35 PM,09:13 AM
683,panynj,0,08:00 PM,08:23 PM,0,09:53 PM
684,panynj,0,10:25 AM,empty,06:44 PM,09:13 AM
685,panynj,UA-2515-DFW-CLT,empty,07:31 AM,10:31 AM,09:13 AM
686,panynj,AA-400-DFW-JFK,10:40 AM,11:02 AM,02:59 PM,03:04 PM
687,panynj,0,01:33 PM,01:31 PM,04:31 PM,04:23 PM
688,panynj,0,12:15 PM,12:41 PM,0,02:46 PM
689,panynj,0,01:29 PM,01:48 PM,04:17 PM,09:13 AM
690,panynj,AA-1522-SFO-ORD,11:55 PM,empty,5:50 AM Dec 02,empty
691,panynj,0,04:25 PM,empty,12:29 AM Dec 02,empty
692,panynj,0,09:00 PM,empty,12:15 AM Dec 02,empty
693,panynj,AA-2312-DFW-DTW,08:25 PM,empty,11:50 PM,empty
694,panynj,0,06:59 AM,07:22 AM,10:34 AM,10:04 AM
695,panynj,0,08:35 AM,08:51 AM,11:50 AM,11:44 AM
696,panynj,UA-3373-IAD-PHL,empty,08:37 AM,empty,09:13 AM
697,panynj,AA-649-ORD-SNA,01:30 PM,empty,0,04:09 PM
698,panynj,0,02:53 PM,03:01 PM,04:48 PM,09:13 AM
699,panynj,UA-6273-YYC-SFO,empty,07:41 AM,Not Available,09:13 AM
700,panynj,UA-828-SFO-ORD,11:08 PM,empty,5:11 AMDec 02,empty
701,panynj,0,05:30 PM,empty,06:09 PM,06:15 PM
702,panynj,UA-858-PVG-SFO,empty,01:45 PM,08:27 AM,09:13 AM
703,panynj,UA-2704-DTW-PHX,empty,11:47 AM,01:40 PM,09:13 AM
704,panynj,AA-3063-SLC-LAX,empty,08:40 PM,09:20 PM,09:13 AM
705,panynj,UA-2708-EWR-CLT,empty,03:04 PM,04:53 PM,09:13 AM
706,panynj,0,02:30 PM,02:48 PM,07:03 PM,09:13 AM
707,panynj,UA-1500-IAH-GUA,empty,09:43 AM,11:45 AM,09:13 AM
708,panynj,0,02:35 PM,02:44 PM,0,03:43 PM
709,panynj,0,02:55 PM,03:27 PM,0,05:43 PM
710,panynj,0,07:15 AM,07:22 AM,0,11:06 AM
711,panynj,0,12:10 PM,12:10 PM,02:15 PM,01:43 PM
712,panynj,0,07:55 AM,08:04 AM,0,11:01 AM
713,panynj,0,empty,09:05 AM,11:53 AM,09:13 AM
714,panynj,0,01:05 PM,01:19 PM,0,03:13 PM
715,panynj,AA-415-BOS-ORD,empty,08:56 AM,10:40 AM,09:13 AM
716,panynj,0,03:05 PM,03:36 PM,06:30 PM,06:43 PM
717,panynj,0,07:30 AM,08:04 AM,0,08:06 AM
718,panynj,AA-1544-SAN-ORD,empty,11:41 AM,05:25 PM,09:13 AM
719,panynj,0,04:00 PM,04:12 PM,0,06:15 PM
720,panynj,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM
721,panynj,0,07:25 AM,07:39 AM,11:10 AM,11:06 AM
722,panynj,0,02:55 PM,03:31 PM,04:49 PM,09:13 AM
723,panynj,0,11:55 AM,11:43 AM,0,05:38 PM
724,panynj,0,10:40 AM,10:54 AM,0,12:50 PM
725,panynj,0,06:45 AM,06:57 AM,0,07:40 AM
726,panynj,0,04:00 PM,03:58 PM,07:05 PM,06:36 PM
727,panynj,0,06:00 AM,06:10 AM,06:40 AM,06:19 AM
728,panynj,0,07:10 AM,07:39 AM,10:45 AM,11:12 AM
729,panynj,0,07:10 AM,07:31 AM,03:30 PM,03:14 PM
730,flightexplorer,0,07:10 AM,07:16 AM,09:40 AM,09:13 AM
731,flightexplorer,0,07:45 PM,07:59 PM,10:30 PM,09:13 AM
732,flightexplorer,0,empty,07:42 PM,0,09:13 AM
733,flightexplorer,0,08:00 AM,08:29 AM,11:55 AM,09:56 AM
734,flightexplorer,0,empty,09:01 AM,0,09:13 AM
735,flightexplorer,AA-1640-MIA-MCO,06:30 PM,empty,07:25 PM,empty
736,flightexplorer,AA-1544-SAN-ORD,empty,11:41 AM,0,09:13 AM
737,flightexplorer,UA-5487-SFO-MRY,empty,10:53 AM,0,09:13 AM
738,flightexplorer,0,11:25 PM,empty,6:55 AM Dec 02,empty
739,flightexplorer,0,empty,06:10 AM,0,09:13 AM
740,flightexplorer,0,12:30 AM,12:41 AM,05:35 AM,09:13 AM
741,flightexplorer,0,12:15 PM,12:41 PM,0,09:13 AM
742,flightexplorer,0,07:00 AM,07:25 AM,09:55 AM,09:13 AM
743,flightexplorer,0,04:15 PM,04:29 PM,07:55 PM,09:13 AM
744,flightexplorer,0,09:05 AM,10:10 AM,0,09:13 AM
745,flightexplorer,0,11:50 AM,12:13 PM,03:50 PM,09:13 AM
746,flightexplorer,0,empty,12:06 PM,01:17 PM,09:13 AM
747,flightexplorer,0,06:00 AM,06:08 AM,09:20 AM,09:13 AM
748,flightexplorer,0,07:55 AM,08:04 AM,11:05 AM,09:13 AM
749,flightexplorer,0,10:15 AM,10:19 AM,12:10 PM,09:13 AM
750,flightexplorer,0,07:30 AM,08:04 AM,08:00 AM,09:13 AM
751,flightexplorer,0,01:00 PM,02:04 PM,02:35 PM,09:13 AM
752,flightexplorer,0,empty,12:56 PM,0,09:13 AM
753,flightexplorer,AA-4344-ORD-DTW,empty,12:14 PM,0,09:13 AM
754,flightexplorer,0,02:30 PM,02:26 PM,06:15 PM,09:13 AM
755,flightexplorer,0,11:35 AM,11:52 AM,02:25 PM,02:27 PM
756,flightexplorer,0,10:40 AM,11:05 AM,02:45 PM,09:13 AM
757,flightexplorer,0,empty,01:43 PM,04:52 PM,empty
758,flightexplorer,AA-4330-CVG-ORD,empty,03:36 PM,0,09:13 AM
759,flightexplorer,0,07:15 AM,07:21 AM,10:35 AM,09:13 AM
760,flightexplorer,0,06:45 PM,06:55 PM,09:10 PM,09:13 AM
761,flightexplorer,0,12:00 PM,12:11 PM,03:15 PM,09:13 AM
